Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4
SPBC56F2.01	pof12	viable	V	0.0	0.052	0.114	0.009	0.164
SPBC56F2.02	rpl1901	viable	V	0.0	1.872	3.267	4.939	6.305
SPBC56F2.03	arp10	viable	V	0.0	-0.135	-0.507	-0.351	-0.301
SPBC56F2.04	utp20	viable	V	0.0	2.804	4.914	5.857	6.298
SPBC56F2.06	mug147	viable	V	0.0	0.025	0.175	0.185	0.233
SPBC56F2.07c	SPBC56F2.07c	inviable	E	0.0	1.672	4.719	5.748	6.983
SPBC56F2.08c	puf1	viable	V	0.0	0.244	3.628	0.834	0.981
SPBC56F2.09c	arg5	viable	V	0.0	-0.976	-0.603	-1.375	-1.05
SPBC56F2.10c	alg5	viable	V	0.0	0.053	0.327	0.132	0.917
SPBC56F2.11	met6	viable	V	0.0	0.274	0.252	0.465	1.309
SPBC56F2.12	ilv5	viable	V	0.0	1.267	4.317	5.08	6.454
SPBC56F2.14	mrpl44	viable	V	0.0	0.08	-0.104	0.006	-0.101
SPBC577.02	rpl3801	viable	V	0.0	1.387	2.323	3.31	3.83
SPBC577.03c	SPBC577.03c	viable	V	0.0	0.394	0.386	0.164	0.41
SPBC577.04	tho5	viable	V	0.0	0.042	0.326	2.734	3.934
SPBC577.05c	rec27	viable	V	0.0	-0.06	-0.102	-0.184	-0.132
SPBC577.06c	stt4	condition-dependent	V	0.0	2.689	5.501	5.898	6.532
SPBC577.07	ubp10	inviable	E	0.0	0.805	2.777	4.533	5.498
SPBC577.08c	txl1	viable	V	0.0	-0.033	-0.113	-0.102	0.054
SPBC577.09	ckn1	inviable	E	0.0	-0.294	-0.336	0.414	0.058
SPBC577.11	SPBC577.11	viable	V	0.0	-0.001	0.556	-0.018	-0.41
SPBC577.12	dph6	viable	V	0.0	-0.023	0.258	0.16	0.3
SPBC577.13	syj2	viable	V	0.0	0.04	0.122	-0.133	0.042
SPBC577.14c	spa1	viable	V	0.0	0.629	0.556	0.367	0.38
SPBC582.03	cdc13	inviable	E	0.0	1.034	2.6	3.687	4.112
SPBC582.04c	dsh1	viable	V	0.0	-0.202	-0.014	0.072	0.142
SPBC582.05c	brc1	viable	V	0.0	-0.066	0.07	0.397	0.785
SPBC582.06c	mcp6	viable	V	0.0	0.418	0.127	0.081	-0.084
SPBC582.07c	rpn7	inviable	E	0.0	1.511	7.08	6.177	6.604
SPBC582.08	alt1	viable	V	0.0	0.051	0.036	0.037	0.047
SPBC582.09	pex11	viable	V	0.0	-0.105	-0.127	0.013	-0.094
SPBC582.10c	rhp1602	viable	V	0.0	0.086	0.025	-0.03	-0.051
SPBC609.01	SPBC609.01	inviable	E	0.0	2.394	4.002	3.211	4.496
SPBC609.02	ptn1	viable	V	0.0	-0.266	-0.094	-0.069	-0.061
SPBC609.03	iqw1	viable	V	0.0	-0.014	0.011	0.11	0.092
SPBC609.04	caf5	viable	V	0.0	0.05	0.023	0.102	0.119
SPBC609.05	pob3	viable	V	0.0	0.244	0.385	0.756	1.06
SPBC646.02	cwf11	viable	V	0.0	0.003	-0.082	0.046	0.085
SPBC646.03	gta1	inviable	E	0.0	0.192	0.245	1.421	4.079
SPBC646.04	pla1	inviable	E	0.0	0.241	2.545	4.59	5.518
SPBC646.05c	erg9	inviable	E	0.0	1.207	5.347	6.278	6.371
SPBC646.06c	agn2	viable	V	0.0	-0.119	0.231	0.095	0.093
SPBC646.07c	tsc13	inviable	E	0.0	0.856	3.31	5.138	6.449
SPBC646.09c	int6	viable	V	0.0	0.468	0.954	1.186	3.816
SPBC646.10c	nop56	inviable	E	0.0	5.536	4.932	6.025	6.281
SPBC646.11	cct6	inviable	E	0.0	3.171	4.933	5.628	5.888
SPBC646.12c	gap1	viable	V	0.0	0.006	0.022	0.043	0.095
SPBC646.13	sds23	condition-dependent	V	0.0	2.712	4.899	5.758	6.401
SPBC646.14c	orc5	inviable	E	0.0	2.091	3.911	4.891	5.765
SPBC646.15c	pex16	viable	V	0.0	0.047	0.126	0.003	-0.102
SPBC646.16	scl1	inviable	E	0.0	1.506	4.516	5.045	5.727
SPBC646.17c	dic1	viable	V	0.0	0.164	0.009	-0.068	0.076
SPBC649.02	rps1902	viable	V	0.0	0.06	0.197	0.356	0.98
SPBC649.03	rhp14	viable	V	0.0	0.069	-0.05	0.054	0.006
SPBC649.04	uvi15	viable	V	0.0	0.135	0.686	0.153	-0.127
SPBC649.05	cut12	inviable	E	0.0	1.415	3.317	5.284	6.091
SPBC651.01c	nog1	inviable	E	0.0	2.546	4.971	5.626	5.938
SPBC651.02	nit1	viable	V	0.0	-0.046	-0.034	-0.13	0.145
SPBC651.03c	gyp10	viable	V	0.0	-0.143	0.168	0.019	0.174
SPBC651.04	SPBC651.04	viable	V	0.0	-0.161	-0.205	-0.068	-0.085
SPBC651.05c	dot2	viable	V	0.0	-0.029	-0.048	-0.05	-0.119
SPBC651.07	SPBC651.07	viable	V	0.0	0.194	0.115	0.206	0.398
SPBC651.08c	rpc1	inviable	E	0.0	2.285	5.366	5.9	6.752
SPBC651.09c	prf1	viable	V	0.0	1.041	0.805	1.533	1.613
SPBC651.10	nse5	viable	V	0.0	0.145	0.358	1.329	2.142
SPBC651.11c	apm3	viable	V	0.0	0.189	0.227	0.436	0.63
SPBC651.12c	dbl7	viable	V	0.0	-0.07	0.012	-0.058	-0.064
SPBC660.05	wwm3	viable	V	0.0	-0.186	-0.201	-0.122	-0.042
SPBC660.06	wwm2	viable	V	0.0	-0.225	-0.082	-0.084	-0.019
SPBC660.07	ntp1	viable	V	0.0	0.101	0.388	0.717	0.67
SPBC660.08	atg38	viable	V	0.0	0.037	0.209	0.139	0.27
SPBC660.09	mug168	viable	V	0.0	-0.154	-0.048	-0.266	-0.237
SPBC660.10	gfm2	viable	V	0.0	-0.059	0.186	0.395	1.121
SPBC660.11	tcg1	viable	V	0.0	0.096	0.248	0.325	0.635
SPBC660.12c	egt2	viable	V	0.0	-0.049	0.073	-0.013	-0.084
SPBC660.13c	ssb1	inviable	E	0.0	1.41	4.606	5.363	6.142
SPBC660.14	mik1	viable	V	0.0	-0.019	-0.063	-0.001	0.001
SPBC660.15	msi2	inviable	E	0.0	0.277	1.087	3.651	5.201
SPBC660.16	gnd1	inviable	E	0.0	2.542	5.137	5.508	6.034
SPBC660.17c	SPBC660.17c	viable	V	0.0	0.028	0.038	-0.002	0.061
SPBC685.02	exo5	viable	V	0.0	0.789	0.371	0.171	0.189
SPBC685.04c	aps2	viable	V	0.0	-0.162	-0.226	0.045	-0.214
SPBC685.05	gpi15	inviable	E	0.0	1.619	4.326	5.905	6.302
SPBC685.07c	rpl2701	viable	V	0.0	2.691	5.351	5.126	6.529
SPBC685.08	SPBC685.08	viable	Not_determined	0.0	0.044	-0.181	-0.084	-0.248
SPBC691.01	pfa5	viable	V	0.0	-0.194	0.04	0.128	0.276
SPBC691.02c	drp1	inviable	E	0.0	2.364	4.304	5.671	6.006
SPBC691.03c	apl3	viable	V	0.0	0.186	0.02	0.182	0.067
SPBC691.04	mss116	viable	V	0.0	0.197	0.28	1.038	1.63
SPBC691.05c	ist2	viable	V	0.0	-0.18	-0.141	-0.09	-0.021
SPBC6B1.02	ppk30	viable	V	0.0	0.108	0.137	0.125	0.335
SPBC6B1.03c	pal2	viable	V	0.0	0.191	0.061	0.145	-0.086
SPBC6B1.04	mde4	viable	V	0.0	0.278	0.936	2.23	3.17
SPBC6B1.05c	atg7	viable	V	0.0	0.059	0.082	0.091	0.139
SPBC6B1.06c	ubp14	viable	V	0.0	0.27	0.345	0.604	0.56
SPBC6B1.07	prp1	inviable	E	0.0	1.828	4.124	5.568	6.354
SPBC6B1.08c	ofd1	viable	V	0.0	0.108	0.885	0.721	0.876
SPBC6B1.09c	nbs1	viable	V	0.0	2.485	1.569	2.114	3.607
SPBC6B1.10	prp17	condition-dependent	V	0.0	0.206	0.18	0.245	0.452
SPBC6B1.12c	sus1	viable	Not_determined	0.0	0.263	0.017	0.356	0.642
SPBC713.02c	ubp15	viable	V	0.0	-0.266	-0.044	-0.068	0.039
SPBC713.03	dld2	viable	V	0.0	0.15	-0.036	0.078	0.111
SPBC713.04c	pwp2	inviable	E	0.0	2.255	5.057	5.632	6.141
SPBC713.05	wdr83	viable	V	0.0	0.009	0.085	0.165	0.246
SPBC713.06	adl1	viable	V	0.0	-0.05	0.018	0.002	0.031
SPBC713.07c	SPBC713.07c	viable	V	0.0	0.135	1.61	1.888	0.674
SPBC713.09	SPBC713.09	viable	V	0.0	0.197	-0.065	0.018	-0.007
SPBC713.10	tim16	inviable	E	0.0	1.87	4.482	6.145	7.597
SPBC713.11c	pmp3	viable	V	0.0	0.186	-0.091	0.142	0.034
SPBC713.12	erg1	inviable	E	0.0	1.847	4.691	5.136	5.621
SPBC725.01	maa1	condition-dependent	V	0.0	0.232	0.473	0.524	0.756
SPBC725.02	mpr1	viable	V	0.0	0.575	0.659	0.936	1.187
SPBC725.03	SPBC725.03	viable	V	0.0	0.024	0.001	0.027	0.128
SPBC725.04	hac1	viable	V	0.0	-0.005	-0.055	-0.036	-0.037
SPBC725.05c	npp1	viable	V	0.0	0.0	0.062	-0.013	0.042
SPBC725.06c	ppk31	viable	V	0.0	-0.017	-0.0	0.008	-0.019
SPBC725.07	pex5	viable	V	0.0	-0.17	-0.157	-0.089	-0.07
SPBC725.08	pir2	inviable	E	0.0	0.651	2.906	4.84	5.794
SPBC725.09c	hob3	viable	V	0.0	0.22	0.361	0.634	0.92
SPBC725.10	tsp0	condition-dependent	V	0.0	0.024	-0.087	-0.072	-0.076
SPBC725.11c	php2	condition-dependent	V	0.0	0.089	0.118	0.046	0.154
SPBC725.12	nbl1	viable	Not_determined	0.0	0.338	0.682	1.762	2.159
SPBC725.13c	psf2	inviable	E	0.0	1.623	3.936	4.998	5.472
SPBC725.14	arg6	viable	V	0.0	0.134	-0.463	0.217	-0.44
SPBC725.15	ura5	viable	V	0.0	0.224	0.52	0.78	0.917
SPBC725.16	res1	inviable	E	0.0	0.822	2.062	3.063	4.215
SPBC725.17c	rrn11	inviable	E	0.0	0.586	2.803	4.118	4.869
SPBC776.01	rpl29	viable	V	0.0	0.382	0.414	0.443	0.489
SPBC776.03	hom6	viable	V	0.0	1.793	4.997	5.875	6.64
SPBC776.04	sec2302	viable	V	0.0	0.229	1.309	2.88	4.494
SPBC776.05	gpc1	viable	V	0.0	0.075	0.11	0.165	0.047
SPBC776.06c	SPBC776.06c	viable	V	0.0	0.155	0.058	0.178	0.214
SPBC776.07	mam33	inviable	E	0.0	1.077	3.992	5.382	6.086
SPBC776.08c	utp22	inviable	E	0.0	2.264	4.415	5.363	6.034
SPBC776.09	ste13	viable	V	0.0	0.482	1.412	1.845	2.769
SPBC776.10c	cog6	inviable	E	0.0	0.355	2.593	4.838	5.747
SPBC776.12c	hsk1	condition-dependent	E	0.0	2.449	4.527	5.448	6.409
SPBC776.13	cnd1	inviable	E	0.0	1.472	4.173	5.263	6.398
SPBC776.14	plh1	viable	V	0.0	0.137	0.094	0.188	0.28
SPBC776.15c	kgd2	viable	V	0.0	-0.004	0.413	0.62	1.009
SPBC776.16	mis20	viable	V	0.0	-0.019	-0.182	0.106	-0.007
SPBC776.17	rrp7	viable	V	0.0	1.099	2.356	3.693	4.682
SPBC776.18c	pmh1	inviable	E	0.0	0.378	1.074	3.693	4.58
SPBC800.02	whi5	viable	V	0.0	0.067	-0.056	0.014	-0.007
SPBC800.03	clr3	viable	V	0.0	-0.148	-0.036	-0.018	0.001
SPBC800.05c	atb2	viable	V	0.0	-0.116	0.436	0.36	0.28
SPBC800.06	brx1	inviable	E	0.0	2.068	5.368	5.467	6.263
SPBC800.07c	tsf1	viable	V	0.0	0.232	0.204	0.639	2.078
SPBC800.08	trm6	viable	V	0.0	0.367	0.592	1.38	2.129
SPBC800.09	sum2	viable	V	0.0	0.302	0.669	1.068	1.702
SPBC800.10c	ede1	viable	V	0.0	0.386	1.73	2.168	3.233
SPBC800.11	SPBC800.11	viable	V	0.0	0.282	-0.253	-0.156	-0.204
SPBC800.12c	SPBC800.12c	viable	V	0.0	0.044	-0.087	-0.109	-0.329
SPBC800.13	cnp20	inviable	E	0.0	0.321	1.881	3.673	6.026
SPBC800.14c	SPBC800.14c	viable	Not_determined	0.0	-0.233	-0.011	-0.08	-0.042
SPBC83.01	ucp8	viable	V	0.0	-0.011	0.076	-0.075	-0.016
SPBC83.03c	tas3	viable	V	0.0	-0.036	-0.197	-0.033	0.047
SPBC83.04	apc15	viable	V	0.0	0.161	0.274	0.117	0.144
SPBC83.05	yme2	viable	V	0.0	0.333	0.196	-0.014	-0.073
SPBC83.06c	rtc6	inviable	E	0.0	0.478	1.309	3.402	5.02
SPBC83.07	jmj3	inviable	E	0.0	-0.009	0.498	2.694	4.293
SPBC83.08	rvb2	inviable	E	0.0	2.763	5.042	6.085	6.735
SPBC83.09c	lin1	viable	V	0.0	-0.296	0.035	-0.082	-0.013
SPBC83.10	emc7	viable	V	0.0	0.115	0.086	0.347	0.544
SPBC83.11	pet2	viable	V	0.0	-0.229	0.084	-0.009	0.251
SPBC83.12	SPBC83.12	viable	V	0.0	-0.046	0.075	-0.225	0.006
SPBC83.13	yhm2	viable	V	0.0	-0.233	-0.485	-0.186	0.03
SPBC83.14c	rfc5	inviable	E	0.0	0.282	1.632	4.433	5.824
SPBC83.15	wdr74	inviable	E	0.0	2.039	4.952	5.569	6.594
SPBC83.16c	SPBC83.16c	viable	V	0.0	0.097	-0.018	0.239	0.12
SPBC83.18c	fic1	viable	V	0.0	0.078	-0.244	0.033	-0.041
SPBC839.02	aly1	viable	V	0.0	-0.248	-0.151	-0.053	-0.021
SPBC839.03c	dcn1	viable	V	0.0	-0.077	0.255	0.375	0.505
SPBC839.05c	rps1701	viable	V	0.0	1.138	2.088	2.713	4.55
SPBC839.06	cta3	viable	V	0.0	-0.026	-0.099	-0.043	-0.036
SPBC839.07	ibp1	viable	V	0.0	-0.011	0.175	0.043	0.031
SPBC839.08c	its8	condition-dependent	E	0.0	1.441	4.166	5.541	6.221
SPBC839.10	usp107	inviable	E	0.0	0.279	1.002	3.783	4.254
SPBC839.11c	hut1	viable	V	0.0	0.218	0.009	0.12	0.326
SPBC839.14c	efm4	viable	V	0.0	0.3	-0.04	0.278	0.262
SPBC839.15c	tef103	viable	V	0.0	0.456	1.405	2.613	2.777
SPBC839.16	thf1	viable	V	0.0	0.043	0.049	0.028	0.262
SPBC839.17c	fkh1	viable	V	0.0	0.149	0.453	0.1	0.149
SPBC839.19	new20	viable	Not_determined	0.0	0.013	-0.238	0.054	-0.092
SPBC839.20	new14	viable	Not_determined	0.0	0.092	-0.087	-0.151	0.005
SPBC887.01	adi1	viable	V	0.0	-0.006	0.541	-0.301	-0.042
SPBC887.02	SPBC887.02	viable	V	0.0	0.142	0.068	0.017	-0.097
SPBC887.03c	noc3	inviable	E	0.0	2.564	4.657	6.185	6.574
SPBC887.04c	lub1	viable	V	0.0	0.129	0.144	0.514	0.818
SPBC887.05c	cwf29	viable	V	0.0	1.311	2.523	1.896	5.408
SPBC887.06c	snx3	viable	V	0.0	0.045	-0.192	-0.165	-0.291
SPBC887.07	mrpl38	inviable	E	0.0	0.258	1.195	3.277	5.218
SPBC887.08	SPBC887.08	viable	V	0.0	0.518	0.466	0.518	0.451
SPBC887.09c	sog2	inviable	E	0.0	0.652	4.312	5.949	6.475
SPBC887.10	mcs4	viable	V	0.0	-0.028	0.607	0.206	0.753
SPBC887.11	pus2	viable	V	0.0	-0.028	-0.07	-0.012	-0.067
SPBC887.12	SPBC887.12	inviable	E	0.0	3.066	4.87	5.769	6.247
SPBC887.13c	cem1	inviable	E	0.0	-0.017	0.094	0.931	2.909
SPBC887.14c	pfh1	inviable	E	0.0	1.3	3.606	4.961	5.927
SPBC887.15c	sur2	viable	V	0.0	0.215	0.185	0.397	0.24
SPBC887.16	SPBC887.16	viable	Not_determined	0.0	-0.039	0.082	0.033	0.007
SPBC887.17	SPBC887.17	condition-dependent	V	0.0	0.305	0.485	0.543	0.912
SPBC887.18c	hfi1	viable	V	0.0	0.219	0.336	2.265	2.618
SPBC887.19	rft1	inviable	E	0.0	1.922	3.647	5.321	5.842
SPBC887.22	spc1	condition-dependent	Not_determined	0.0	-0.036	0.027	0.017	0.029
SPBC8D2.01	gsk31	viable	V	0.0	0.111	0.082	0.194	0.163
SPBC8D2.05c	sfi1	inviable	E	0.0	0.944	2.632	4.629	5.998
SPBC8D2.06	irs1	inviable	E	0.0	3.493	5.518	5.985	6.636
SPBC8D2.07c	sfc9	inviable	E	0.0	-0.104	0.462	2.039	4.044
SPBC8D2.09c	msl1	inviable	E	0.0	1.098	4.577	5.436	6.153
SPBC8D2.10c	rmt3	viable	V	0.0	0.149	0.215	0.29	0.379
SPBC8D2.11	SPBC8D2.11	viable	V	0.0	-0.094	-0.082	-0.046	0.103
SPBC8D2.12c	tac1	viable	V	0.0	-0.12	-0.265	-0.087	-0.082
SPBC8D2.13	shq1	inviable	E	0.0	1.169	3.327	5.016	5.53
SPBC8D2.14c	sed5	inviable	E	0.0	2.541	4.874	5.218	5.888
SPBC8D2.15	lip5	inviable	E	0.0	-0.166	0.248	1.869	4.516
SPBC8D2.16c	SPBC8D2.16c	viable	V	0.0	0.038	-0.004	0.059	0.155
SPBC8D2.17	gmh4	viable	V	0.0	-0.1	0.197	1.695	2.612
SPBC8D2.18c	sah1	viable	V	0.0	1.42	3.409	4.368	5.54
SPBC8D2.19	mde3	viable	V	0.0	-0.019	0.027	0.059	0.074
SPBC8D2.23	new15	viable	Not_determined	0.0	0.066	0.042	0.054	-0.027
SPBC8E4.01c	pho84	viable	V	0.0	0.129	-0.097	0.021	-0.022
SPBC8E4.03	agm3	viable	V	0.0	0.242	0.047	0.219	0.064
SPBC8E4.05c	SPBC8E4.05c	viable	V	0.0	-0.046	-0.019	0.015	-0.004
SPBC902.02c	ctf18	viable	V	0.0	0.119	0.471	0.811	1.326
SPBC902.03	nem2	viable	V	0.0	0.189	0.68	0.854	1.301
SPBC902.04	rmn1	viable	V	0.0	-0.06	-0.032	-0.06	0.0
SPBC902.05c	idh2	viable	V	0.0	0.536	0.861	0.81	1.937
SPBC902.06	mto2	viable	V	0.0	-0.184	-0.074	-0.044	0.113
SPBC947.01	knk1	viable	V	0.0	0.166	-0.194	0.005	-0.129
SPBC947.02	apl2	viable	V	0.0	0.499	1.929	3.661	5.007
SPBC947.04	pfl3	viable	V	0.0	-0.025	0.292	-0.049	0.116
SPBC947.05c	frp2	viable	V	0.0	0.052	-0.001	-0.107	-0.075
SPBC947.06c	SPBC947.06c	viable	V	0.0	-0.391	-0.142	0.022	-0.168
SPBC947.07	rrp1402	inviable	E	0.0	2.604	5.71	6.094	7.02
SPBC947.08c	hip4	viable	V	0.0	0.279	0.881	0.771	0.902
SPBC947.10	dsc1	viable	V	0.0	0.082	-0.118	-0.134	0.073
SPBC947.11c	elg1	viable	V	0.0	0.251	0.187	0.334	0.439
SPBC947.12	kms2	condition-dependent	E	0.0	0.225	1.387	3.216	4.76
SPBC947.13	rba50	viable	V	0.0	1.352	3.939	5.46	7.201
SPBC947.14c	cbp6	viable	V	0.0	0.168	0.174	0.727	0.982
SPBC947.15c	ndi1	viable	V	0.0	-0.119	0.098	-0.107	0.043
SPBC9B6.02c	Tf2-9	unknown	Not_determined	0.0	-0.047	0.34	0.16	-0.053
SPBC9B6.04c	tuf1	inviable	E	0.0	0.569	0.941	3.683	4.905
SPBC9B6.05c	lsm3	inviable	E	0.0	1.044	1.716	3.769	4.769
SPBC9B6.06	mrpl10	inviable	E	0.0	0.445	1.177	3.648	5.567
SPBC9B6.07	nop52	viable	V	0.0	1.425	2.795	3.646	4.526
SPBC9B6.09c	mdl1	viable	V	0.0	-0.06	0.118	-0.021	0.095
SPBC9B6.10	cdc37	inviable	E	0.0	0.14	2.548	4.668	5.756
SPBC9B6.11c	SPBC9B6.11c	viable	V	0.0	0.128	0.11	1.353	1.62
SPBP16F5.02	mcs2	inviable	E	0.0	0.231	1.306	3.093	5.082
SPBP16F5.03c	tra1	viable	V	0.0	0.206	0.706	0.49	0.673
SPBP16F5.04	ubc7	viable	V	0.0	-0.008	0.116	0.044	0.21
SPBP16F5.05c	yar1	viable	V	0.0	1.99	0.617	3.377	1.204
SPBP16F5.06	nop8	inviable	E	0.0	1.644	3.397	6.201	6.092
SPBP16F5.07	apm1	condition-dependent	V	0.0	0.699	2.077	3.949	5.614
SPBP16F5.08c	fmo1	viable	V	0.0	0.036	0.093	0.029	2.211
SPBP18G5.02	pgs1	inviable	E	0.0	0.215	0.388	2.705	4.981
SPBP18G5.03	toc1	viable	V	0.0	-0.037	-0.059	-0.046	-0.1
SPBP19A11.01	gcv3	inviable	E	0.0	-0.091	-0.321	-0.164	-0.206
SPBP19A11.03c	mts4	inviable	E	0.0	1.891	5.43	5.426	6.168
SPBP19A11.04c	mor2	inviable	E	0.0	1.017	3.116	5.41	5.803
SPBP19A11.06	lid2	inviable	E	0.0	0.663	1.837	3.665	5.467
SPBP19A11.07c	SPBP19A11.07c	unknown	Not_determined	0.0	0.066	-0.008	0.074	-0.039
SPBP22H7.02c	mrd1	inviable	E	0.0	2.904	5.143	6.003	6.596
SPBP22H7.03	sbg1	inviable	E	0.0	1.228	2.776	4.224	6.033
SPBP22H7.04	SPBP22H7.04	viable	V	0.0	-0.124	-0.099	-0.099	-0.051
SPBP22H7.05c	abo2	viable	V	0.0	-0.088	-0.129	-0.067	0.049
SPBP22H7.06	nrk1	viable	V	0.0	0.003	-0.102	0.042	-0.05
SPBP22H7.07	prp5	inviable	E	0.0	1.785	5.269	5.271	5.941
SPBP22H7.08	rps1002	viable	V	0.0	1.462	4.421	3.655	6.052
SPBP22H7.09c	mis15	inviable	E	0.0	-0.024	1.769	3.975	5.932
SPBP23A10.02	pkr1	viable	V	0.0	0.059	0.267	1.056	1.975
SPBP23A10.03c	sdh7	viable	V	0.0	0.171	-0.092	-0.015	0.018
SPBP23A10.04	apc2	inviable	E	0.0	0.976	4.602	5.975	6.039
SPBP23A10.05	ssr4	condition-dependent	V	0.0	0.177	0.45	1.398	1.845
SPBP23A10.06	mtm1	inviable	E	0.0	-0.034	-0.227	3.654	5.915
SPBP23A10.07	rpa2	inviable	E	0.0	1.779	5.017	5.985	7.089
SPBP23A10.08	alp5	inviable	E	0.0	0.682	2.978	4.4	5.911
SPBP23A10.09	psf1	inviable	E	0.0	1.82	3.386	5.077	5.677
SPBP23A10.10	ppk32	viable	V	0.0	-0.201	-0.011	-0.032	0.118
SPBP23A10.11c	SPBP23A10.11c	viable	Not_determined	0.0	0.41	0.44	-0.313	-0.2
SPBP23A10.12	frg1	viable	V	0.0	-0.188	-0.022	-0.136	0.204
SPBP23A10.13	orc4	inviable	E	0.0	0.706	3.361	5.225	6.007
SPBP23A10.14c	ell1	viable	V	0.0	0.247	-0.062	0.126	0.202
SPBP23A10.15c	qcr1	inviable	E	0.0	2.578	5.351	5.396	6.048
SPBP23A10.16	tim18	viable	V	0.0	-0.068	-0.012	-0.014	0.051
SPBP26C9.02c	car1	viable	V	0.0	-0.25	-0.15	-0.204	-0.243
SPBP26C9.03c	fet4	viable	V	0.0	0.068	0.238	0.24	0.031
SPBP35G2.03c	sgo1	viable	V	0.0	0.033	-0.034	-0.027	0.098
SPBP35G2.04c	SPBP35G2.04c	viable	V	0.0	-0.109	-0.155	-0.034	-0.064
SPBP35G2.06c	nup131	viable	V	0.0	0.203	1.015	0.83	1.332
SPBP35G2.07	ilv1	viable	V	0.0	2.267	4.894	5.876	7.04
SPBP35G2.08c	air1	viable	V	0.0	0.213	1.339	1.849	3.078
SPBP35G2.09	usp103	inviable	E	0.0	0.173	-0.094	0.138	0.649
SPBP35G2.10	mit1	viable	V	0.0	-0.01	-0.063	-0.145	-0.139
SPBP35G2.11c	nbr1	viable	V	0.0	0.219	0.556	0.341	0.346
SPBP35G2.12	ysa1	viable	V	0.0	-0.103	-0.069	0.152	-0.007
SPBP35G2.13c	swc2	viable	V	0.0	0.76	0.158	0.557	0.411
SPBP35G2.14	puf2	viable	V	0.0	0.247	0.356	0.288	0.441
SPBP4G3.02	pho1	viable	V	0.0	0.007	0.143	-0.027	0.264
SPBP4G3.03	fub2	viable	V	0.0	-0.008	0.126	0.209	-0.1
SPBP4H10.03	oxa102	viable	V	0.0	0.276	0.599	0.697	1.683
SPBP4H10.04	ppb1	viable	V	0.0	0.132	-0.037	0.045	0.37
SPBP4H10.05c	spe2	viable	V	0.0	0.409	0.582	0.988	2.293
SPBP4H10.06c	cut14	inviable	E	0.0	1.579	4.264	5.711	6.507
SPBP4H10.07	SPBP4H10.07	viable	V	0.0	-0.169	-0.208	-0.162	-0.607
SPBP4H10.08	qcr10	viable	V	0.0	0.044	0.103	0.032	0.144
SPBP4H10.09	rsv1	viable	V	0.0	0.473	0.778	0.597	0.503
SPBP4H10.10	rbd3	viable	V	0.0	-0.082	-0.006	-0.017	-0.001
SPBP4H10.11c	lcf2	viable	V	0.0	0.256	0.241	0.595	1.343
SPBP4H10.12	SPBP4H10.12	viable	V	0.0	0.009	-0.067	-0.03	-0.182
SPBP4H10.14c	SPBP4H10.14c	viable	V	0.0	0.062	-0.106	-0.202	-0.196
SPBP4H10.15	aco2	inviable	E	0.0	0.102	1.152	3.885	5.489
SPBP4H10.16c	SPBP4H10.16c	viable	V	0.0	0.015	-0.183	-0.184	-0.038
SPBP4H10.17c	SPBP4H10.17c	viable	V	0.0	0.099	0.126	0.047	0.11
SPBP4H10.18c	SPBP4H10.18c	viable	V	0.0	0.032	0.157	0.593	0.306
SPBP4H10.19c	SPBP4H10.19c	viable	V	0.0	0.013	0.02	0.203	0.052
SPBP4H10.20	nhm1	viable	V	0.0	0.046	0.006	0.025	-0.11
SPBP4H10.21c	sld5	inviable	E	0.0	1.41	3.772	5.578	6.668
SPBP8B7.01c	pop7	inviable	E	0.0	1.234	3.654	5.767	6.439
SPBP8B7.02	rng9	viable	V	0.0	-0.4	0.076	0.042	0.173
SPBP8B7.04	mug45	viable	V	0.0	0.005	0.056	0.119	0.016
SPBP8B7.05c	nce103	condition-dependent	E	0.0	0.599	2.0	1.851	2.06
SPBP8B7.06	rpp201	viable	V	0.0	0.992	1.446	2.427	2.42
SPBP8B7.07c	set6	viable	V	0.0	-0.103	-0.331	-0.218	-0.354
SPBP8B7.08c	ppm1	viable	V	0.0	0.23	0.019	-0.094	0.053
SPBP8B7.09c	los1	viable	V	0.0	0.116	0.199	1.341	1.53
SPBP8B7.10c	utp16	viable	V	0.0	-0.021	1.067	0.909	1.387
SPBP8B7.11	nxt3	viable	V	0.0	0.349	1.124	1.591	2.113
SPBP8B7.12c	fta3	inviable	E	0.0	-0.288	0.865	3.664	5.839
SPBP8B7.13	vac7	viable	V	0.0	0.132	0.117	0.234	0.434
SPBP8B7.14c	dpb2	inviable	E	0.0	2.974	5.523	6.151	6.348
SPBP8B7.15c	mpe1	inviable	E	0.0	3.58	5.742	7.712	7.246
SPBP8B7.16c	dbp2	inviable	E	0.0	1.244	3.847	4.657	6.142
SPBP8B7.17c	thi20	inviable	E	0.0	1.049	3.7	4.423	5.365
SPBP8B7.18c	thi201	viable	V	0.0	0.202	0.33	0.813	0.094
SPBP8B7.19	spt16	inviable	E	0.0	0.816	2.964	4.497	5.701
SPBP8B7.20c	nop2	inviable	E	0.0	1.983	5.397	6.212	6.668
SPBP8B7.21	ubp3	viable	V	0.0	0.063	0.183	0.356	0.528
SPBP8B7.22	erd2	viable	V	0.0	0.204	0.764	2.53	5.609
SPBP8B7.23	rnf10	viable	V	0.0	0.034	0.208	0.146	0.168
