Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4
SPBP22H7.02c	mrd1	inviable	E	0.214	2.791	5.201	6.147	6.383
SPBP22H7.03	sbg1	inviable	E	0.208	1.109	2.682	4.507	5.875
SPBP22H7.04	SPBP22H7.04	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBP22H7.05c	abo2	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBP22H7.06	nrk1	viable	V	0.002	0.0	0.0	0.0	0.0
SPBP22H7.07	prp5	inviable	E	0.044	2.048	4.665	5.672	5.896
SPBP22H7.08	rps1002	viable	V	0.021	1.583	4.002	4.987	5.21
SPBP22H7.09c	mis15	inviable	E	0.001	0.201	1.626	4.085	5.792
SPBP23A10.02	pkr1	viable	V	0.0	0.009	0.249	1.102	1.952
SPBP23A10.03c	sdh7	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBP23A10.04	apc2	inviable	E	0.003	1.218	4.352	5.887	6.25
SPBP23A10.05	ssr4	condition-dependent	V	0.001	0.076	0.55	1.329	1.868
SPBP23A10.06	mtm1	inviable	E	0.0	0.0	0.224	3.482	5.998
SPBP23A10.07	rpa2	inviable	E	0.041	1.843	4.876	6.428	6.868
SPBP23A10.08	alp5	inviable	E	0.049	0.84	2.714	4.643	5.739
SPBP23A10.09	psf1	inviable	E	0.228	1.631	3.553	4.999	5.686
SPBP23A10.10	ppk32	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPBP23A10.11c	SPBP23A10.11c	viable	Not_determined	-0.002	-0.0	-0.0	-0.0	-0.0
SPBP23A10.12	frg1	viable	V	-0.001	-0.01	-0.015	-0.017	-0.017
SPBP23A10.13	orc4	inviable	E	0.002	0.707	3.369	5.263	5.86
SPBP23A10.14c	ell1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBP23A10.15c	qcr1	inviable	E	0.146	2.664	4.959	5.746	5.917
SPBP23A10.16	tim18	viable	V	-0.0	-0.001	-0.001	-0.001	-0.001
SPBP26C9.02c	car1	viable	V	-0.016	-0.131	-0.206	-0.229	-0.234
SPBP26C9.03c	fet4	viable	V	0.011	0.092	0.145	0.161	0.165
SPBP35G2.03c	sgo1	viable	V	0.003	0.009	0.018	0.027	0.033
SPBP35G2.04c	SPBP35G2.04c	viable	V	0.003	0.0	0.0	0.0	0.0
SPBP35G2.06c	nup131	viable	V	0.002	0.289	0.856	1.107	1.165
SPBP35G2.07	ilv1	viable	V	0.188	2.223	4.794	6.248	6.752
SPBP35G2.08c	air1	viable	V	0.03	0.334	1.104	2.14	2.94
SPBP35G2.09	usp103	inviable	E	0.0	0.0	0.0	0.167	0.641
SPBP35G2.10	mit1	viable	V	0.001	0.0	0.0	0.0	0.0
SPBP35G2.11c	nbr1	viable	V	0.028	0.236	0.372	0.415	0.424
SPBP35G2.12	ysa1	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPBP35G2.13c	swc2	viable	V	0.033	0.278	0.438	0.488	0.499
SPBP35G2.14	puf2	viable	V	0.026	0.217	0.343	0.382	0.39
SPBP4G3.02	pho1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBP4G3.03	fub2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBP4H10.03	oxa102	viable	V	0.013	0.157	0.536	1.056	1.459
SPBP4H10.04	ppb1	viable	V	0.02	0.064	0.122	0.183	0.228
SPBP4H10.05c	spe2	viable	V	0.001	0.065	0.495	1.355	2.086
SPBP4H10.06c	cut14	inviable	E	0.073	1.594	4.18	5.838	6.443
SPBP4H10.07	SPBP4H10.07	viable	V	-0.039	-0.125	-0.238	-0.356	-0.444
SPBP4H10.08	qcr10	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBP4H10.09	rsv1	viable	V	0.044	0.372	0.587	0.654	0.668
SPBP4H10.10	rbd3	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPBP4H10.11c	lcf2	viable	V	0.0	0.007	0.176	0.736	1.285
SPBP4H10.12	SPBP4H10.12	viable	V	0.001	0.0	0.0	0.0	0.0
SPBP4H10.14c	SPBP4H10.14c	viable	V	0.007	0.0	0.0	0.0	0.0
SPBP4H10.15	aco2	inviable	E	0.0	0.033	1.171	3.874	5.444
SPBP4H10.16c	SPBP4H10.16c	viable	V	0.002	0.0	0.0	0.0	0.0
SPBP4H10.17c	SPBP4H10.17c	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBP4H10.18c	SPBP4H10.18c	viable	V	0.0	0.038	0.252	0.395	0.431
SPBP4H10.19c	SPBP4H10.19c	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBP4H10.20	nhm1	viable	V	0.008	0.001	0.0	0.0	0.0
SPBP4H10.21c	sld5	inviable	E	0.123	1.414	3.685	5.589	6.53
SPBP8B7.01c	pop7	inviable	E	0.045	1.216	3.687	5.579	6.367
SPBP8B7.02	rng9	viable	V	0.007	0.0	0.0	0.0	0.0
SPBP8B7.04	mug45	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBP8B7.05c	nce103	condition-dependent	E	0.018	0.75	1.673	2.023	2.101
SPBP8B7.06	rpp201	viable	V	0.141	0.834	1.662	2.235	2.494
SPBP8B7.07c	set6	viable	V	-0.021	-0.147	-0.253	-0.301	-0.315
SPBP8B7.08c	ppm1	viable	V	0.001	0.0	0.0	0.0	0.0
SPBP8B7.09c	los1	viable	V	0.0	0.001	0.297	1.215	1.607
SPBP8B7.10c	utp16	viable	V	0.0	0.18	0.822	1.179	1.266
SPBP8B7.11	nxt3	viable	V	0.042	0.394	1.047	1.682	2.052
SPBP8B7.12c	fta3	inviable	E	0.0	0.015	0.838	3.679	5.833
SPBP8B7.13	vac7	viable	V	0.032	0.1	0.192	0.287	0.357
SPBP8B7.14c	dpb2	inviable	E	0.191	2.964	5.334	6.131	6.303
SPBP8B7.15c	mpe1	inviable	E	0.263	3.36	6.154	7.216	7.475
SPBP8B7.16c	dbp2	inviable	E	0.102	1.366	3.506	5.124	5.842
SPBP8B7.17c	thi20	inviable	E	0.005	1.105	3.57	4.732	5.007
SPBP8B7.18c	thi201	viable	V	0.028	0.236	0.373	0.416	0.425
SPBP8B7.19	spt16	inviable	E	0.046	0.887	2.818	4.657	5.616
SPBP8B7.20c	nop2	inviable	E	0.034	2.124	5.16	6.369	6.641
SPBP8B7.21	ubp3	viable	V	0.022	0.102	0.23	0.374	0.482
SPBP8B7.22	erd2	viable	V	0.0	0.007	0.463	2.788	5.365
SPBP8B7.23	rnf10	viable	V	0.012	0.08	0.141	0.168	0.177
SPBP8B7.24c	atg8	viable	V	-0.006	-0.001	-0.0	-0.0	-0.0
SPBP8B7.25	cyp4	viable	V	-0.02	-0.166	-0.262	-0.292	-0.298
SPBP8B7.27	mug30	viable	V	0.047	0.399	0.628	0.7	0.715
SPBP8B7.28c	stc1	viable	V	-0.007	-0.001	-0.0	-0.0	-0.0
SPBP8B7.29	abz1	inviable	E	0.002	0.0	0.0	0.0	0.0
SPBP8B7.30c	thi5	viable	V	-0.004	-0.001	-0.0	-0.0	-0.0
SPBP8B7.31	SPBP8B7.31	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPBP8B7.32	SPBP8B7.32	viable	Not_determined	-0.001	-0.009	-0.016	-0.02	-0.021
SPBPB10D8.01	SPBPB10D8.01	viable	V	0.034	0.283	0.447	0.498	0.509
SPBPB10D8.02c	SPBPB10D8.02c	viable	V	0.013	0.107	0.17	0.19	0.194
SPBPB21E7.01c	eno102	viable	V	0.02	0.166	0.263	0.292	0.299
SPBPB21E7.02c	SPBPB21E7.02c	unknown	Not_determined	0.018	0.073	0.142	0.2	0.234
SPBPB21E7.04c	cmt2	viable	V	0.017	0.143	0.225	0.25	0.256
SPBPB21E7.05	SPBPB21E7.05	viable	V	0.019	0.061	0.117	0.175	0.218
SPBPB21E7.07	aes1	unknown	Not_determined	0.0	0.0	0.02	0.367	0.926
SPBPB21E7.09	SPBPB21E7.09	viable	V	0.014	0.061	0.117	0.162	0.185
SPBPB21E7.10	SPBPB21E7.10	unknown	Not_determined	0.0	0.002	0.083	0.436	0.81
SPBPB21E7.11	SPBPB21E7.11	unknown	Not_determined	0.001	0.028	0.134	0.302	0.435
SPBPB2B2.01	nrg1	viable	V	0.015	0.125	0.197	0.219	0.224
SPBPB2B2.02	say1	viable	V	0.013	0.088	0.153	0.184	0.194
SPBPB2B2.05	SPBPB2B2.05	viable	V	0.015	0.123	0.194	0.216	0.221
SPBPB2B2.06c	efn1	viable	V	0.029	0.09	0.173	0.258	0.322
SPBPB2B2.07c	SPBPB2B2.07c	viable	V	-0.012	-0.001	-0.0	-0.0	-0.0
SPBPB2B2.08	SPBPB2B2.08	viable	V	0.0	0.0	0.007	0.433	1.415
SPBPB2B2.09c	pan5	viable	V	0.019	0.076	0.148	0.21	0.246
SPBPB2B2.10c	gal7	viable	V	0.0	0.0	0.09	0.425	0.578
SPBPB2B2.11	tgd1	viable	V	0.011	0.095	0.15	0.167	0.171
SPBPB2B2.12c	gal10	viable	V	0.015	0.125	0.197	0.22	0.225
SPBPB2B2.13	gal1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBPB7E8.01	SPBPB7E8.01	viable	V	-0.0	-0.003	-0.004	-0.005	-0.005
SPBPB7E8.02	SPBPB7E8.02	viable	V	-0.016	-0.13	-0.206	-0.23	-0.235
SPBPB8B6.02c	SPBPB8B6.02c	unknown	Not_determined	0.022	0.187	0.294	0.328	0.335
SPBPB8B6.03	fah1	viable	Not_determined	-0.006	-0.001	-0.0	-0.0	-0.0
SPBPB8B6.04c	grt1	viable	V	0.016	0.132	0.212	0.239	0.245
SPBPB8B6.05c	SPBPB8B6.05c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPBPB8B6.06c	fex2	viable	Not_determined	-0.001	-0.0	-0.0	-0.0	-0.0
SPBPJ4664.01	dps1	condition-dependent	V	0.0	0.004	0.148	0.706	1.277
SPBPJ4664.02	SPBPJ4664.02	viable	V	-0.0	-0.009	-0.212	-0.444	-0.514
SPBPJ4664.03	mfm3	viable	V	-0.012	-0.098	-0.154	-0.171	-0.175
SPBPJ4664.04	cop1	condition-dependent	E	0.273	3.279	5.585	6.338	6.498
SPBPJ4664.05	aig1	viable	V	-0.004	-0.037	-0.059	-0.065	-0.067
SPBPJ4664.06	gpt1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC1020.01c	pma2	viable	V	0.216	1.817	2.865	3.191	3.261
SPCC1020.02	spc7	inviable	E	0.022	1.021	3.553	5.556	6.37
SPCC1020.03	mmt1	viable	V	0.005	0.0	0.0	0.0	0.0
SPCC1020.04c	rpb6	inviable	E	0.041	2.328	5.532	6.794	7.076
SPCC1020.05	dcr2	viable	V	0.048	0.419	0.665	0.743	0.759
SPCC1020.07	SPCC1020.07	viable	V	0.006	0.018	0.033	0.05	0.062
SPCC1020.08	tyw1	viable	V	0.018	0.151	0.238	0.265	0.271
SPCC1020.09	gnr1	viable	V	0.003	0.009	0.017	0.026	0.032
SPCC1020.10	oca2	viable	V	0.004	0.001	0.0	0.0	0.0
SPCC1020.11c	emc6	viable	V	-0.007	-0.001	-0.0	-0.0	-0.0
SPCC1020.12c	xap5	viable	V	0.01	0.085	0.134	0.15	0.153
SPCC1020.13c	SPCC1020.13c	viable	V	0.012	0.002	0.0	0.0	0.0
SPCC10H11.01	prp11	inviable	E	0.154	2.472	4.934	5.97	6.241
SPCC10H11.02	cwf23	inviable	E	0.258	3.43	5.967	6.805	6.984
SPCC1183.01	sec15	inviable	E	0.003	1.211	4.25	5.724	6.073
SPCC1183.02	SPCC1183.02	viable	V	0.022	0.003	0.0	0.0	0.0
SPCC1183.03c	fxn1	condition-dependent	E	0.001	0.282	1.994	4.41	5.811
SPCC1183.04c	pet127	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC1183.05c	lig4	viable	V	0.006	0.001	0.0	0.0	0.0
SPCC1183.06	ung1	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC1183.07	rrp5	inviable	E	0.188	2.361	4.589	5.569	5.84
SPCC1183.08c	rpl101	inviable	E	0.371	3.118	4.916	5.477	5.595
SPCC1183.09c	pmp31	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC1183.10	wtf10	viable	V	0.073	0.009	0.0	0.0	0.0
SPCC1183.11	msy1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC1183.12	spo13	unknown	Not_determined	0.004	0.0	0.0	0.0	0.0
SPCC11E10.01	cbl1	viable	V	-0.025	-0.078	-0.149	-0.223	-0.277
SPCC11E10.02c	gpi8	inviable	E	0.005	1.362	4.525	6.016	6.365
SPCC11E10.03	jnm1	viable	V	0.002	0.0	0.0	0.0	0.0
SPCC11E10.04	ppr6	viable	V	0.001	0.27	0.95	1.281	1.359
SPCC11E10.05c	ynd1	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPCC11E10.06c	elp4	viable	V	0.005	0.85	2.524	3.268	3.44
SPCC11E10.07c	gcn3	viable	V	0.0	0.01	0.197	0.777	1.335
SPCC11E10.08	rik1	viable	V	0.0	0.0	0.0	0.194	1.114
SPCC11E10.09c	SPCC11E10.09c	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC1223.01	rqt1	viable	V	0.038	0.12	0.23	0.344	0.428
SPCC1223.02	nmt1	viable	V	0.001	0.0	0.0	0.0	0.0
SPCC1223.03c	gut2	viable	V	0.004	0.0	0.0	0.0	0.0
SPCC1223.04c	set11	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPCC1223.06	tea1	viable	V	0.042	0.147	0.296	0.454	0.571
SPCC1223.07c	drs1	viable	V	0.287	3.368	5.707	6.468	6.63
SPCC1223.08c	dfr1	inviable	E	0.0	0.007	1.33	4.652	5.963
SPCC1223.09	uro1	viable	V	0.002	0.0	0.0	0.0	0.0
SPCC1223.10c	eaf1	viable	V	0.006	0.0	0.0	0.0	0.0
SPCC1223.11	ptc2	viable	V	0.0	0.008	0.512	1.392	1.698
SPCC1223.12c	meu10	viable	V	0.006	0.02	0.037	0.056	0.069
SPCC1223.13	cbf12	viable	V	-0.004	-0.001	-0.0	-0.0	-0.0
SPCC1223.14	aro2	inviable	E	0.101	2.555	5.102	6.011	6.21
SPCC1223.15c	spc19	viable	V	0.0	0.019	0.413	0.854	0.986
SPCC1235.01	SPCC1235.01	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC1235.02	bio2	viable	V	0.0	0.0	0.0	0.0	0.0
SPCC1235.03	cue2	viable	V	-0.002	-0.017	-0.027	-0.031	-0.031
SPCC1235.04c	nad1	viable	V	0.026	1.111	3.488	5.14	5.748
SPCC1235.05c	fft2	viable	V	0.002	0.0	0.0	0.0	0.0
SPCC1235.06	get2	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC1235.07	fta7	inviable	E	0.003	0.218	1.524	3.918	5.819
SPCC1235.08c	pdh1	viable	V	-0.003	-0.009	-0.017	-0.026	-0.032
SPCC1235.09	hif2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC1235.10c	sec6	inviable	E	0.006	0.651	3.038	5.351	6.39
SPCC1235.11	mpc1	viable	V	0.0	0.0	0.01	0.623	2.018
SPCC1235.12c	mug146	viable	V	-0.011	-0.093	-0.146	-0.163	-0.166
SPCC1235.13	ght6	viable	V	0.02	0.168	0.265	0.295	0.302
SPCC1235.14	ght5	viable	V	0.0	0.035	0.193	0.288	0.312
SPCC1235.15	dga1	viable	V	0.004	0.001	0.0	0.0	0.0
SPCC1235.16	vma21	condition-dependent	Not_determined	0.009	0.182	0.765	1.644	2.341
SPCC1235.17	SPCC1235.17	viable	Not_determined	0.002	0.0	0.0	0.0	0.0
SPCC1259.01c	rps1802	viable	V	0.013	1.748	5.003	6.42	6.745
SPCC1259.02c	erm1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC1259.03	rpa12	viable	V	0.049	0.283	0.713	1.22	1.602
SPCC1259.04	iec3	viable	V	0.001	0.04	0.27	0.705	1.071
SPCC1259.07	rxt3	inviable	E	0.0	0.002	0.347	2.685	5.506
SPCC1259.09c	pdx1	viable	V	0.002	0.007	0.013	0.02	0.025
SPCC1259.10	pgp1	viable	V	-0.006	-0.001	-0.0	-0.0	-0.0
SPCC1259.11c	gyp2	viable	V	0.021	0.178	0.281	0.313	0.32
SPCC1259.12c	gid1	viable	V	0.019	0.156	0.246	0.274	0.28
SPCC1259.13	chk1	viable	V	-0.009	-0.001	-0.0	-0.0	-0.0
SPCC1259.14c	meu27	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC1259.15c	ubc11	inviable	E	0.08	2.599	5.478	6.537	6.771
SPCC126.01c	SPCC126.01c	viable	V	0.002	0.007	0.013	0.02	0.025
SPCC126.02c	pku70	viable	V	0.0	0.0	0.0	0.0	0.0
SPCC126.03	pus1	viable	V	0.021	0.144	0.252	0.303	0.318
SPCC126.04c	sgf73	viable	V	0.015	0.072	0.163	0.261	0.331
SPCC126.05c	mrpl17	inviable	E	0.0	0.031	1.169	3.709	5.066
SPCC126.06	twf1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC126.07c	asr1	viable	V	-0.006	-0.001	-0.0	-0.0	-0.0
SPCC126.08c	SPCC126.08c	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC126.09	zip2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC126.10	iah1	viable	V	-0.007	-0.0	-0.0	-0.0	-0.0
SPCC126.11c	SPCC126.11c	viable	V	0.003	0.011	0.021	0.031	0.038
SPCC126.12	SPCC126.12	viable	V	0.015	0.063	0.139	0.222	0.284
SPCC126.14	prp18	inviable	E	0.008	0.587	2.693	4.922	6.038
SPCC1281.01	ags1	inviable	E	0.445	3.735	5.889	6.561	6.703
SPCC1281.02c	spf30	inviable	E	0.003	0.645	3.127	5.268	6.097
SPCC1281.03c	emc4	viable	V	-0.005	-0.0	-0.0	-0.0	-0.0
SPCC1281.04	akr7	viable	V	0.001	0.0	0.0	0.0	0.0
SPCC1281.05	rsc7	inviable	E	0.0	0.002	0.162	1.088	2.154
SPCC1281.07c	gst4	viable	V	-0.011	-0.242	-0.468	-0.547	-0.564
SPCC1281.08	wtf11	viable	V	0.001	0.0	0.0	0.0	0.0
SPCC132.01c	rqc2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC132.02	hst2	viable	V	-0.004	-0.0	-0.0	-0.0	-0.0
SPCC132.03	SPCC132.03	viable	V	0.001	0.006	0.01	0.011	0.011
SPCC132.04c	gdh2	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC1322.01	rpm1	viable	V	0.001	0.153	0.466	0.607	0.64
SPCC1322.02	pxd1	viable	V	0.018	0.117	0.206	0.248	0.261
SPCC1322.03	trp1322	viable	V	0.018	0.076	0.148	0.208	0.243
SPCC1322.04	fyu1	inviable	E	0.08	2.184	4.81	5.926	6.207
SPCC1322.05c	lap2	viable	V	0.002	0.0	0.0	0.0	0.0
SPCC1322.06	kap113	viable	V	0.002	0.005	0.01	0.015	0.018
SPCC1322.07c	mug150	viable	V	0.003	0.0	0.0	0.0	0.0
SPCC1322.08	srk1	viable	V	0.04	0.366	0.588	0.658	0.673
SPCC1322.09	SPCC1322.09	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPCC1322.11	rpl2302	inviable	E	0.295	3.562	6.071	6.89	7.065
SPCC1322.12c	bub1	viable	V	0.032	0.12	0.232	0.337	0.404
SPCC1322.13	ade6	unknown	Not_determined	0.035	0.295	0.465	0.518	0.529
SPCC1322.14c	vtc4	viable	V	0.02	0.203	0.55	0.886	1.079
SPCC1322.15	rpl3402	viable	V	-0.006	-0.0	-0.0	-0.0	-0.0
SPCC1322.16	phb2	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPCC1393.03	rps1501	viable	V	0.02	1.175	2.799	3.439	3.583
SPCC1393.04	fta4	inviable	E	0.0	0.088	1.288	3.794	5.508
SPCC1393.05	ers1	viable	V	0.004	0.013	0.025	0.037	0.046
SPCC1393.06c	ipi1	inviable	E	0.286	2.037	4.382	6.104	6.905
SPCC1393.07c	mug4	viable	V	0.0	0.0	0.0	0.084	1.101
SPCC1393.08	fil1	viable	V	0.082	0.692	1.09	1.215	1.241
SPCC1393.09c	gir2	viable	V	-0.013	-0.002	-0.0	-0.0	-0.0
SPCC1393.12	SPCC1393.12	viable	V	0.005	0.001	0.0	0.0	0.0
SPCC1393.13	duf89	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC1393.14	ten1	viable	Not_determined	0.0	0.007	0.375	2.062	3.875
SPCC13B11.01	adh1	viable	V	0.237	1.939	4.002	5.281	5.782
SPCC13B11.03c	SPCC13B11.03c	viable	V	-0.026	-0.217	-0.343	-0.382	-0.39
SPCC13B11.04c	fmd3	viable	V	-0.025	-0.079	-0.151	-0.227	-0.282
SPCC1442.01	ste6	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC1442.02	glm2	viable	V	0.04	0.339	0.534	0.595	0.608
SPCC1442.03	mme1	viable	V	0.038	0.227	0.565	0.95	1.227
SPCC1442.04c	rmr1	viable	V	0.033	0.273	0.431	0.48	0.49
SPCC1442.05c	mic26	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC1442.06	pre8	inviable	E	0.09	2.505	5.108	6.049	6.255
SPCC1442.07c	wss2	viable	V	-0.008	-0.001	-0.0	-0.0	-0.0
SPCC1442.08c	cox12	viable	V	0.005	0.056	0.193	0.381	0.527
SPCC1442.09	trp3	inviable	E	0.175	2.709	4.87	5.598	5.755
SPCC1442.11c	SPCC1442.11c	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPCC1442.12	pps1	condition-dependent	E	0.181	1.453	3.284	4.681	5.343
SPCC1442.14c	hnt1	viable	V	0.006	0.018	0.035	0.053	0.066
SPCC1442.16c	zta1	viable	V	0.004	0.0	0.0	0.0	0.0
SPCC1442.17c	ist1	viable	V	0.018	0.15	0.237	0.264	0.27
SPCC1442.19	mrp49	unknown	Not_determined	0.0	0.0	0.02	0.607	1.699
SPCC1450.02	bdf1	viable	V	0.0	0.005	0.218	0.534	0.638
SPCC1450.04	tef5	inviable	E	0.061	2.503	5.534	6.681	6.935
SPCC1450.07c	dao1	viable	V	-0.003	-0.025	-0.039	-0.044	-0.045
SPCC1450.08c	wtf16	viable	V	0.002	0.0	0.0	0.0	0.0
SPCC1450.09c	plb5	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPCC1450.10c	nar1	inviable	E	0.015	1.671	4.612	5.867	6.154
SPCC1450.11c	cek1	viable	V	0.012	0.099	0.156	0.174	0.178
SPCC1450.12	SPCC1450.12	viable	V	-0.006	-0.058	-0.187	-0.358	-0.49
SPCC1450.13c	rib5	inviable	E	0.0	0.679	3.502	5.169	5.584
SPCC1450.14c	ero12	inviable	E	0.004	0.434	2.313	4.505	5.657
SPCC1450.15	SPCC1450.15	inviable	E	0.064	1.43	4.028	5.901	6.655
SPCC1450.16c	ptl1	viable	V	0.001	0.0	0.0	0.0	0.0
SPCC1494.01	SPCC1494.01	viable	V	0.0	0.002	0.004	0.004	0.004
SPCC1494.02c	taf13	inviable	E	0.0	0.057	2.113	4.985	5.91
SPCC1494.04c	tyr1	viable	V	0.14	2.978	5.732	6.696	6.905
SPCC1494.05c	ubp12	viable	V	0.003	0.011	0.021	0.032	0.039
SPCC1494.06c	dbp9	inviable	E	0.078	2.444	5.105	6.08	6.294
SPCC1494.07	trm732	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC1494.08c	SPCC1494.08c	viable	V	0.0	0.0	0.0	0.0	0.0
SPCC1494.09c	tfb6	viable	V	-0.017	-0.077	-0.148	-0.202	-0.228
SPCC1494.10	adn3	viable	V	0.026	0.141	0.264	0.342	0.376
SPCC14G10.01	cab5	inviable	E	0.0	0.357	2.622	4.884	5.757
SPCC14G10.02	urb1	inviable	E	0.079	1.464	3.841	5.47	6.11
SPCC14G10.03c	ump1	viable	V	0.135	1.231	2.818	3.978	4.5
SPCC14G10.04	eap1	viable	V	0.07	0.38	0.798	1.149	1.341
SPCC1529.01	SPCC1529.01	viable	V	0.001	0.0	0.0	0.0	0.0
SPCC162.02c	SPCC162.02c	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0
SPCC162.03	SPCC162.03	viable	V	-0.019	-0.157	-0.248	-0.277	-0.283
SPCC162.06c	vps60	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC162.08c	nup211	inviable	E	0.098	1.062	2.971	4.858	5.951
SPCC162.09c	hmg1	condition-dependent	E	0.266	2.623	4.793	5.716	5.97
SPCC162.10	ppk33	viable	V	0.02	0.003	0.0	0.0	0.0
SPCC162.11c	urk1	viable	V	0.004	0.001	0.0	0.0	0.0
SPCC162.12	tco89	viable	V	0.005	0.015	0.029	0.044	0.054
SPCC1620.01c	lsm2	inviable	E	0.133	0.891	2.212	3.586	4.48
SPCC1620.03	mug163	viable	V	-0.021	-0.003	-0.0	-0.0	-0.0
SPCC1620.04c	fzr3	viable	V	-0.014	-0.114	-0.18	-0.201	-0.205
SPCC1620.05	bet4	inviable	E	0.028	1.856	4.539	5.611	5.852
SPCC1620.06c	SPCC1620.06c	inviable	E	0.065	2.698	5.988	7.235	7.511
SPCC1620.07c	lnp1	viable	V	-0.007	-0.001	-0.0	-0.0	-0.0
SPCC1620.08	lsc2	viable	V	0.039	0.329	0.519	0.578	0.59
SPCC1620.09c	tfg1	inviable	E	0.157	2.459	4.429	5.093	5.236
SPCC1620.11	nup97	inviable	E	0.049	2.123	5.059	6.317	6.625
SPCC1620.12c	SPCC1620.12c	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC1620.13	SPCC1620.13	viable	V	0.007	0.001	0.0	0.0	0.0
SPCC1620.14c	snf22	viable	V	0.004	0.586	1.73	2.236	2.353
SPCC1672.01	SPCC1672.01	inviable	E	-0.005	-0.0	-0.0	-0.0	-0.0
SPCC1672.02c	sap1	inviable	E	0.129	2.718	5.682	6.926	7.243
SPCC1672.03c	gud1	viable	V	0.014	0.002	0.0	0.0	0.0
SPCC1672.04c	cox19	viable	V	0.0	0.0	0.162	0.954	1.357
SPCC1672.06c	asp1	viable	V	0.002	0.817	2.913	3.938	4.181
SPCC1672.07	utp21	inviable	E	0.118	2.002	4.429	5.672	6.054
SPCC1672.08c	tfa2	inviable	E	0.004	1.204	4.439	6.179	6.63
SPCC1672.09	SPCC1672.09	viable	V	0.017	0.065	0.126	0.182	0.217
SPCC1672.10	mis16	inviable	E	0.0	0.008	0.847	3.196	4.406
SPCC1672.11c	SPCC1672.11c	viable	V	0.079	0.25	0.478	0.716	0.891
SPCC1672.12c	get4	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC1682.01	qcr9	viable	V	0.017	0.145	0.229	0.255	0.26
SPCC1682.02c	mcm3	inviable	E	0.196	2.078	4.447	5.835	6.338
SPCC1682.03c	mug174	inviable	E	0.0	0.0	0.008	0.698	2.421
SPCC1682.04	cdc31	inviable	E	0.017	0.706	2.771	4.811	5.823
SPCC1682.06	SPCC1682.06	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0
SPCC1682.07	ssl1	condition-dependent	E	0.026	0.602	2.469	4.99	6.758
SPCC1682.08c	mpf2	viable	V	0.003	0.021	0.033	0.037	0.038
SPCC1682.09c	ggc1	inviable	E	0.0	0.0	0.09	1.67	4.196
