Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	R2	RMSE	normalized_RMSE	AIC	BIC
SPCC1450.09c	plb5	viable	V	-0.51	-0.043	0.0	0.728	5.992	14.253	13.525	4.385	-0.188	-6.729	0.313739	0.243	0.2617	-13.829	-13.991
SPCC1450.10c	nar1	inviable	E	3.66	0.433	1.245	1.762	5.496	11.356	9.595	4.356	1.346	50.929	0.997683	0.064	0.01719	-32.575	-32.737
SPCC1450.11c	cek1	viable	V	0.676	0.046	0.0	0.893	7.349	17.481	16.588	5.378	0.249	7.987	0.944588	0.054	0.078757	-34.897	-35.059
SPCC1450.12	SPCC1450.12	viable	V	-0.644	-0.034	-0.0	1.153	9.491	22.575	21.423	6.945	-0.237	-6.431	0.718968	0.096	0.156442	-26.868	-27.03
SPCC1450.13c	rib5	inviable	E	4.147	0.577	1.889	2.328	5.504	10.488	8.16	4.535	1.526	58.072	0.998884	0.052	0.012231	-35.499	-35.661
SPCC1450.14c	ero12	inviable	E	3.824	0.619	3.881	4.258	6.987	11.27	7.012	6.154	1.407	48.168	0.995253	0.108	0.027612	-25.139	-25.301
SPCC1450.15	SPCC1450.15	inviable	E	4.517	0.757	1.573	1.937	4.574	8.711	6.773	3.769	1.662	67.86	0.991959	0.149	0.032178	-20.655	-20.817
SPCC1450.16c	ptl1	viable	V	1.205	0.054	0.761	2.123	11.971	27.424	25.301	8.964	0.443	9.93	0.908368	0.103	0.094596	-25.82	-25.983
SPCC1494.01	SPCC1494.01	viable	V	0.505	0.023	1.158	2.495	12.168	27.346	24.85	9.215	0.186	4.076	0.448651	0.171	0.233888	-18.766	-18.928
SPCC1494.02c	taf13	inviable	E	2.625	0.253	1.694	2.329	6.916	14.114	11.785	5.515	0.966	32.576	0.955468	0.205	0.080928	-16.209	-16.371
SPCC1494.03	arz1	viable	V	1.446	0.242	7.16	7.525	10.161	14.298	6.773	9.356	0.532	13.67	0.447685	0.805	0.243479	2.962	2.8
SPCC1494.04c	tyr1	viable	V	4.447	0.645	0.086	0.507	3.549	8.324	7.817	2.621	1.636	70.865	0.910449	0.475	0.097306	-4.432	-4.594
SPCC1494.05c	ubp12	viable	V	-0.538	0.023	0.0	-1.408	-11.592	-27.573	-26.165	-8.483	-0.198	-0.086	-1.452922	0.22	0.567237	-15.192	-15.354
SPCC1494.06c	dbp9	inviable	E	4.453	0.746	1.409	1.773	4.41	8.547	6.773	3.605	1.638	67.615	0.990355	0.16	0.034509	-19.697	-19.859
SPCC1494.07	trm732	viable	V	0.185	0.021	0.0	0.531	4.371	10.396	9.865	3.198	0.068	2.773	0.335526	0.096	0.252262	-26.828	-26.99
SPCC1494.08c	SPCC1494.08c	viable	V	0.729	0.122	-0.0	0.364	3.001	7.138	6.773	2.196	0.268	12.075	0.123254	0.691	0.292187	0.826	0.664
SPCC1494.09c	tfb6	viable	V	0.0	-0.0	0.0	-0.036	-0.294	-0.698	-0.663	-0.215	0.0	0.0	-0.001783	0.42	0.317661	-6.147	-6.309
SPCC1494.10	adn3	viable	V	0.909	0.039	-0.0	1.408	11.592	27.573	26.165	8.483	0.335	7.782	0.776766	0.117	0.140072	-24.093	-24.256
SPCC1494.11c	Tf2-13	unknown	Not_determined	0.049	-0.003	0.0	-0.892	-7.348	-17.477	-16.584	-5.377	0.018	0.005	-0.006545	0.534	0.29425	-2.774	-2.936
SPCC14G10.01	cab5	inviable	E	4.246	0.69	2.803	3.179	5.895	10.158	6.979	5.066	1.562	58.134	0.998564	0.063	0.014506	-32.714	-32.876
SPCC14G10.02	urb1	inviable	E	4.362	0.51	0.907	1.429	5.203	11.125	9.696	4.051	1.605	61.914	0.995032	0.109	0.024401	-24.995	-25.157
SPCC14G10.03c	ump1	viable	V	4.698	0.342	2.298	3.138	9.213	18.746	15.608	7.358	1.728	47.778	0.996242	0.096	0.022868	-26.758	-26.92
SPCC14G10.04	eap1	viable	V	1.711	0.157	2.829	3.495	8.31	15.865	12.37	6.84	0.63	18.908	0.873651	0.236	0.1145	-14.202	-14.365
SPCC1529.01	SPCC1529.01	viable	V	0.685	0.058	0.0	0.718	5.911	14.06	13.342	4.326	0.252	9.095	0.583813	0.192	0.206642	-17.106	-17.268
SPCC162.01c	snp27	viable	V	0.912	0.153	-0.0	0.364	3.001	7.138	6.773	2.196	0.335	15.094	-0.036115	0.626	0.370021	-0.564	-0.727
SPCC162.02c	SPCC162.02c	viable	V	0.68	0.114	2.558	2.922	5.559	9.696	6.773	4.754	0.25	9.54	0.746955	0.166	0.172475	-19.147	-19.31
SPCC162.03	SPCC162.03	viable	V	-0.425	-0.07	0.0	0.37	3.048	7.251	6.881	2.231	-0.156	-7.014	0.350467	0.197	0.251684	-16.775	-16.937
SPCC162.05	coq3	condition-dependent	V	4.168	0.35	11.157	11.884	17.14	25.389	13.505	15.536	1.533	14.279	0.992763	0.093	0.030281	-27.299	-27.461
SPCC162.06c	vps60	viable	V	2.327	0.159	8.459	9.351	15.799	25.917	16.566	13.83	0.856	10.911	0.738209	0.406	0.171948	-6.609	-6.771
SPCC162.08c	nup211	inviable	E	3.846	0.407	1.286	1.863	6.038	12.589	10.725	4.763	1.415	51.22	0.997517	0.069	0.018021	-31.478	-31.64
SPCC162.09c	hmg1	condition-dependent	E	3.834	0.642	0.966	1.331	3.967	8.104	6.773	3.162	1.411	59.906	0.999041	0.042	0.01099	-38.332	-38.495
SPCC162.10	ppk33	viable	V	0.565	0.025	-0.0	1.408	11.592	27.573	26.165	8.483	0.208	4.838	0.56842	0.115	0.219405	-24.283	-24.446
SPCC162.11c	urk1	viable	V	-0.413	-0.069	-0.0	0.364	3.001	7.138	6.773	2.196	-0.152	-6.834	0.853992	0.052	0.12822	-35.48	-35.642
SPCC162.12	tco89	viable	V	0.294	0.049	0.0	0.364	3.001	7.138	6.773	2.196	0.108	4.868	0.463393	0.105	0.260378	-25.597	-25.759
SPCC1620.01c	lsm2	inviable	E	3.649	0.536	1.301	1.717	4.725	9.445	7.728	3.807	1.342	54.025	0.999152	0.038	0.01035	-39.607	-39.769
SPCC1620.03	mug163	viable	V	0.107	-0.007	0.0	-0.877	-7.223	-17.181	-16.304	-5.286	0.039	0.011	-0.143221	0.131	0.384612	-22.439	-22.602
SPCC1620.04c	fzr3	viable	V	0.023	-0.003	0.0	-0.456	-3.756	-8.934	-8.478	-2.749	0.008	0.001	-0.020792	0.356	0.299978	-8.445	-8.607
SPCC1620.05	bet4	inviable	E	3.831	0.642	0.888	1.252	3.889	8.026	6.773	3.084	1.409	60.146	0.989968	0.136	0.034371	-21.885	-22.047
SPCC1620.06c	SPCC1620.06c	inviable	E	3.833	0.642	-0.0	0.364	3.001	7.138	6.773	2.196	1.41	63.449	0.979969	0.183	0.047657	-17.754	-17.916
SPCC1620.07c	lnp1	viable	V	0.478	0.021	-0.0	1.408	11.592	27.573	26.165	8.483	0.176	4.094	0.313415	0.185	0.252391	-17.643	-17.805
SPCC1620.08	lsc2	viable	V	1.444	0.242	3.199	3.564	6.2	10.337	6.773	5.395	0.531	19.345	0.907885	0.185	0.114386	-17.653	-17.815
SPCC1620.09c	tfg1	inviable	E	2.938	0.317	0.329	0.894	4.985	11.405	10.511	3.736	1.081	42.135	0.99164	0.093	0.030807	-27.251	-27.413
SPCC1620.11	nup97	inviable	E	4.496	0.626	0.769	1.208	4.379	9.354	8.147	3.411	1.654	67.956	0.989548	0.163	0.035355	-19.391	-19.554
SPCC1620.12c	SPCC1620.12c	viable	V	0.684	0.03	0.071	1.475	11.628	27.559	26.084	8.528	0.252	5.836	0.896303	0.068	0.109542	-31.675	-31.838
SPCC1620.13	SPCC1620.13	viable	V	-0.322	-0.044	0.0	0.446	3.67	8.729	8.283	2.685	-0.118	-5.074	0.754528	0.067	0.166966	-31.748	-31.911
SPCC1620.14c	snf22	viable	V	2.496	0.129	1.035	2.213	10.734	24.104	21.891	8.133	0.918	22.502	0.988226	0.077	0.038038	-29.828	-29.991
SPCC1672.01	SPCC1672.01	inviable	E	-0.335	-0.056	-0.0	0.364	3.001	7.138	6.773	2.196	-0.123	-5.538	0.470147	0.111	0.24398	-24.712	-24.875
SPCC1672.02c	sap1	inviable	E	2.679	0.449	-0.0	0.364	3.001	7.138	6.773	2.196	0.986	44.352	0.885362	0.302	0.114506	-10.744	-10.906
SPCC1672.03c	gud1	viable	V	-0.883	0.038	0.0	-1.408	-11.592	-27.573	-26.165	-8.483	-0.325	-0.14	-3.834173	0.224	0.681777	-14.969	-15.131
SPCC1672.04c	cox19	viable	V	2.171	0.164	9.814	10.623	16.473	25.652	15.029	14.687	0.799	8.798	0.9482	0.136	0.076489	-21.884	-22.047
SPCC1672.06c	asp1	viable	V	3.085	0.338	2.836	3.394	7.431	13.766	10.372	6.199	1.135	36.938	0.981131	0.161	0.050869	-19.542	-19.705
SPCC1672.07	utp21	inviable	E	4.813	0.806	1.635	1.999	4.636	8.773	6.773	3.831	1.77	72.001	0.999464	0.041	0.008454	-38.753	-38.915
SPCC1672.08c	tfa2	inviable	E	1.563	0.262	-0.0	0.364	3.001	7.138	6.773	2.196	0.575	25.878	0.94017	0.131	0.077775	-22.475	-22.638
SPCC1672.09	SPCC1672.09	viable	V	0.935	0.138	-0.0	0.415	3.418	8.131	7.716	2.502	0.344	15.028	0.682391	0.211	0.179227	-15.81	-15.972
SPCC1672.10	mis16	inviable	E	5.259	0.881	6.173	6.538	9.174	13.311	6.773	8.369	1.935	54.868	0.997429	0.113	0.022046	-24.472	-24.635
SPCC1672.11c	SPCC1672.11c	viable	V	1.064	0.062	0.429	1.479	9.069	20.98	19.501	6.752	0.392	10.975	0.988209	0.036	0.037013	-40.433	-40.596
SPCC1672.12c	get4	viable	V	0.895	0.088	0.0	0.624	5.136	12.215	11.592	3.758	0.329	12.625	0.85196	0.128	0.129771	-22.757	-22.919
SPCC1682.01	qcr9	viable	V	1.64	0.081	2.809	4.046	12.989	27.023	22.977	10.259	0.603	12.043	0.85481	0.181	0.11407	-17.936	-18.098
SPCC1682.02c	mcm3	inviable	E	4.132	0.692	1.454	1.819	4.455	8.592	6.773	3.65	1.52	62.563	0.992839	0.128	0.030671	-22.788	-22.95
SPCC1682.03c	mug174	inviable	E	4.624	0.275	6.217	7.245	14.684	26.356	19.11	12.413	1.701	26.588	0.999085	0.039	0.011022	-39.544	-39.706
SPCC1682.04	cdc31	inviable	E	4.599	0.538	1.877	2.399	6.172	12.094	9.695	5.02	1.692	60.927	0.997603	0.083	0.017946	-28.851	-29.013
SPCC1682.05c	srp68	inviable	Not_determined	3.899	0.452	-0.0	0.526	4.335	10.31	9.784	3.172	1.434	58.525	0.937684	0.33	0.083055	-9.508	-9.67
SPCC1682.06	SPCC1682.06	viable	V	0.95	0.159	-0.0	0.364	3.001	7.138	6.773	2.196	0.349	15.719	0.041098	0.898	0.386811	4.497	4.334
SPCC1682.07	ssl1	condition-dependent	E	3.938	0.63	2.46	2.842	5.603	9.936	7.094	4.76	1.449	55.029	0.951423	0.341	0.077463	-9.082	-9.244
SPCC1682.08c	mpf2	viable	V	0.174	0.016	1.021	1.683	6.471	13.985	12.302	5.009	0.064	2.23	0.135632	0.236	0.27612	-14.194	-14.356
SPCC1682.09c	ggc1	inviable	E	4.652	0.71	7.93	8.329	11.222	15.762	7.432	10.339	1.712	38.948	0.996045	0.121	0.026922	-23.584	-23.747
SPCC1682.10	rpn8	inviable	E	4.219	0.707	1.294	1.659	4.295	8.432	6.773	3.49	1.552	64.544	0.972922	0.255	0.059478	-13.142	-13.304
SPCC1682.11c	ctl1	viable	V	0.33	0.055	0.0	0.364	3.001	7.138	6.773	2.196	0.121	5.459	0.760541	0.065	0.140636	-32.364	-32.526
SPCC1682.12c	ubp16	viable	V	2.105	0.128	1.858	2.863	10.127	21.525	18.663	7.909	0.774	19.808	0.964754	0.124	0.066742	-23.247	-23.409
SPCC1682.13	laf2	viable	V	1.19	0.147	1.485	1.979	5.555	11.167	9.189	4.464	0.438	16.521	0.507861	0.415	0.251631	-6.298	-6.46
SPCC1682.15	mug122	viable	V	0.367	0.062	4.33	4.695	7.331	11.468	6.773	6.526	0.135	4.505	0.710143	0.105	0.177728	-25.525	-25.687
SPCC1682.16	rpt4	viable	V	3.296	0.547	0.918	1.286	3.948	8.124	6.838	3.135	1.212	51.539	0.964962	0.223	0.064625	-15.031	-15.193
SPCC16A11.01	sfk1	viable	V	0.531	0.089	-0.0	0.364	3.001	7.138	6.773	2.196	0.195	8.794	0.245009	0.301	0.296099	-10.817	-10.979
SPCC16A11.02	utp13	inviable	Not_determined	4.044	0.677	0.588	0.953	3.589	7.726	6.773	2.784	1.488	64.677	0.996115	0.088	0.02149	-28.022	-28.185
SPCC16A11.03c	SPCC16A11.03c	viable	V	0.571	0.058	-0.0	0.6	4.937	11.742	11.142	3.613	0.21	8.185	0.661036	0.131	0.185386	-22.508	-22.67
SPCC16A11.04	snx12	viable	V	0.192	0.018	0.001	0.661	5.434	12.925	12.264	3.977	0.071	2.642	0.285996	0.127	0.305269	-22.857	-23.02
SPCC16A11.05c	dim1	inviable	E	5.149	0.74	1.211	1.635	4.707	9.526	7.891	3.769	1.894	76.268	0.997416	0.094	0.01775	-27.036	-27.198
SPCC16A11.06c	gpi10	inviable	E	3.38	0.566	1.067	1.432	4.068	8.205	6.773	3.263	1.243	52.47	0.978223	0.18	0.050216	-18.021	-18.183
SPCC16A11.07	coq10	viable	V	1.112	0.092	7.172	7.912	13.263	21.66	13.748	11.629	0.409	7.233	0.895541	0.136	0.108162	-21.936	-22.098
SPCC16A11.08	atg20	viable	V	-0.503	-0.084	4.734	5.099	7.735	11.872	6.773	6.93	-0.185	-5.969	0.845097	0.108	0.130411	-25.178	-25.34
SPCC16A11.09c	tim23	inviable	E	3.673	0.521	1.375	1.805	4.916	9.798	7.993	3.966	1.351	53.621	0.996514	0.079	0.020846	-29.554	-29.716
SPCC16A11.10c	oca8	viable	V	0.47	0.065	-0.0	0.442	3.642	8.662	8.22	2.665	0.173	7.426	0.159193	0.311	0.289995	-10.357	-10.519
SPCC16A11.11	mrpl31	inviable	E	5.308	0.438	3.921	4.662	10.02	18.427	13.765	8.384	1.953	49.991	0.98541	0.225	0.045338	-14.863	-15.025
SPCC16A11.12c	ubp1	viable	V	0.446	0.075	10.134	10.499	13.135	17.272	6.773	12.33	0.164	2.91	0.470508	0.206	0.219673	-16.1	-16.262
SPCC16A11.13	luc7	inviable	E	2.966	0.447	5.649	6.054	8.983	13.58	7.525	8.089	1.091	31.38	0.977195	0.201	0.06068	-16.439	-16.601
SPCC16A11.14	sfh1	inviable	E	3.813	0.298	1.326	2.108	7.76	16.63	14.522	6.035	1.403	43.903	0.97744	0.195	0.056204	-16.889	-17.051
SPCC16A11.15c	SPCC16A11.15c	viable	V	1.527	0.256	-0.0	0.364	3.001	7.138	6.773	2.196	0.562	25.283	0.548697	0.378	0.20616	-7.616	-7.779
SPCC16A11.16c	rpn1302	viable	V	-0.403	-0.068	-0.0	0.364	3.001	7.138	6.773	2.196	-0.148	-6.679	0.734134	0.082	0.15242	-28.936	-29.099
SPCC16A11.17	mcm4	inviable	E	3.469	0.567	1.145	1.518	4.221	8.463	6.945	3.396	1.276	53.289	0.997334	0.064	0.01801	-32.44	-32.602
SPCC16C4.01	sif2	viable	V	1.209	0.16	0.102	0.564	3.904	9.145	8.581	2.884	0.445	18.781	0.676464	0.288	0.177501	-11.414	-11.577
SPCC16C4.02c	asi1	inviable	E	4.728	0.608	0.884	1.359	4.796	10.188	8.829	3.747	1.739	69.284	0.993242	0.138	0.028578	-21.68	-21.843
SPCC16C4.03	pin1	viable	V	1.673	0.164	12.836	13.46	17.975	25.06	11.6	16.597	0.616	4.438	0.935322	0.12	0.089098	-23.661	-23.823
SPCC16C4.04	pex26	viable	V	-0.054	0.007	0.0	-0.508	-4.184	-9.953	-9.444	-3.062	-0.02	-0.003	-0.031751	0.224	0.347458	-14.939	-15.101
SPCC16C4.05	pop23	inviable	E	3.057	0.512	-0.0	0.364	3.001	7.138	6.773	2.196	1.125	50.606	0.805893	0.473	0.144324	-4.478	-4.641
SPCC16C4.06c	pus3	viable	V	1.433	0.076	-0.0	1.158	9.534	22.677	21.519	6.977	0.527	14.268	0.638117	0.266	0.192275	-12.564	-12.727
SPCC16C4.07	scw1	viable	V	2.197	0.119	4.665	5.788	13.912	26.659	20.871	11.432	0.808	14.244	0.923603	0.168	0.10011	-18.974	-19.137
SPCC16C4.08c	skb15	inviable	E	3.917	0.557	1.073	1.502	4.61	9.486	7.984	3.661	1.441	58.367	0.994816	0.101	0.024661	-26.058	-26.22
SPCC16C4.09	sts5	viable	V	1.173	0.056	1.997	3.283	12.585	27.182	23.899	9.745	0.431	9.038	0.702431	0.209	0.191303	-15.948	-16.11
SPCC16C4.10	pgl1	viable	V	4.055	0.307	3.225	4.031	9.866	19.021	14.989	8.085	1.492	38.805	0.998884	0.046	0.012269	-36.982	-37.144
SPCC16C4.11	pef1	viable	V	4.428	0.2	0.914	2.266	12.046	27.394	25.128	9.06	1.629	36.208	0.932347	0.307	0.082594	-10.548	-10.71
SPCC16C4.12	naa20	viable	V	3.676	0.266	4.35	5.195	11.306	20.895	15.701	9.44	1.352	30.479	0.970545	0.216	0.067439	-15.45	-15.612
SPCC16C4.14c	sfc4	viable	V	4.028	0.504	3.556	4.044	7.577	13.12	9.076	6.498	1.482	47.902	0.989309	0.163	0.040634	-19.384	-19.546
SPCC16C4.15	rml2	inviable	E	5.643	0.603	4.318	4.889	9.019	15.499	10.611	7.758	2.076	58.752	0.976182	0.338	0.058878	-9.185	-9.347
SPCC16C4.16c	cbc3	viable	Not_determined	-0.462	-0.077	-0.0	0.364	3.001	7.138	6.773	2.196	-0.17	-7.649	0.244061	0.18	0.271689	-17.997	-18.159
SPCC16C4.17	mug123	viable	V	-0.647	-0.076	4.9	5.418	9.165	15.045	9.627	8.021	-0.238	-6.67	0.72538	0.183	0.17707	-17.782	-17.945
SPCC16C4.18c	taf6	inviable	E	3.136	0.525	2.801	3.165	5.801	9.938	6.773	4.997	1.154	43.266	0.975001	0.202	0.062876	-16.413	-16.576
SPCC16C4.19	rpp21	inviable	E	2.415	0.405	0.992	1.356	3.993	8.13	6.773	3.188	0.888	37.666	0.866231	0.341	0.130431	-9.064	-9.227
SPCC16C4.20c	hap2	viable	V	0.21	0.034	0.0	0.381	3.135	7.457	7.076	2.294	0.077	3.446	0.077858	0.271	0.359046	-12.293	-12.456
SPCC16C4.21	SPCC16C4.21	unknown	Not_determined	0.357	0.06	-0.0	0.364	3.001	7.138	6.773	2.196	0.131	5.902	0.472498	0.115	0.202775	-24.233	-24.396
SPCC1739.01	SPCC1739.01	viable	V	-0.096	0.004	0.0	-1.402	-11.546	-27.463	-26.061	-8.449	-0.035	-0.015	-0.010446	0.104	0.350999	-25.749	-25.911
SPCC1739.02c	mrpl22	inviable	E	4.066	0.529	4.668	5.138	8.536	13.868	8.73	7.498	1.496	44.567	0.998195	0.069	0.017305	-31.4	-31.562
SPCC1739.03	hrr1	viable	V	0.592	0.046	10.244	11.026	16.686	25.567	14.541	14.958	0.218	2.28	0.763199	0.099	0.169172	-26.358	-26.52
SPCC1739.04c	dms1	viable	V	0.11	-0.01	0.0	-0.677	-5.575	-13.261	-12.584	-4.08	0.041	0.008	-0.792224	0.087	0.485595	-28.121	-28.283
SPCC1739.05	set5	viable	V	-0.542	-0.091	-0.0	0.364	3.001	7.138	6.773	2.196	-0.199	-8.972	0.464004	0.169	0.223076	-18.901	-19.063
SPCC1739.06c	met1	viable	V	0.573	0.059	0.228	0.821	5.113	11.848	11.027	3.803	0.211	8.121	0.865823	0.081	0.127093	-29.216	-29.378
SPCC1739.07	cti1	condition-dependent	V	2.599	0.294	4.321	4.861	8.764	14.889	10.028	7.572	0.956	27.752	0.992685	0.086	0.034618	-28.315	-28.478
SPCC1739.08c	SPCC1739.08c	viable	V	1.033	0.074	-0.0	0.854	7.029	16.719	15.865	5.144	0.38	12.533	0.582467	0.237	0.207857	-14.183	-14.345
SPCC1739.10	mug33	viable	V	-1.0	-0.065	4.244	5.19	12.033	22.772	17.583	9.944	-0.368	-7.749	0.930548	0.086	0.104933	-28.426	-28.588
SPCC1739.11c	cdc11	inviable	E	4.406	0.738	4.09	4.454	7.091	11.228	6.773	6.286	1.621	55.116	0.998603	0.068	0.015577	-31.598	-31.761
SPCC1739.13	ssa2	condition-dependent	E	3.454	0.579	-0.0	0.364	3.001	7.138	6.773	2.196	1.271	57.176	0.876718	0.409	0.11261	-6.528	-6.69
SPCC1739.14	npp106	viable	V	3.607	0.263	1.507	2.344	8.399	17.899	15.555	6.55	1.327	39.353	0.986836	0.138	0.040875	-21.728	-21.89
SPCC1739.15	wtf21	inviable	E	0.104	0.017	-0.0	0.364	3.001	7.138	6.773	2.196	0.038	1.72	-0.066327	0.209	0.304397	-15.928	-16.09
SPCC1742.01	gsf2	viable	V	1.738	0.291	-0.0	0.364	3.001	7.138	6.773	2.196	0.639	28.777	0.179507	0.791	0.349241	2.724	2.562
SPCC1753.01c	ssb2	inviable	E	3.854	0.379	1.573	2.193	6.682	13.726	11.533	5.312	1.418	48.755	0.99684	0.078	0.020186	-29.773	-29.935
SPCC1753.02c	git3	viable	V	2.738	0.222	0.537	1.289	6.734	15.277	13.988	5.072	1.007	34.173	0.993475	0.075	0.028066	-30.349	-30.512
SPCC1753.03c	rec7	viable	V	0.121	-0.012	0.0	-0.621	-5.111	-12.157	-11.536	-3.74	0.044	0.008	-0.764209	0.123	0.411228	-23.296	-23.458
SPCC1753.04	tol1	inviable	E	4.31	0.661	0.622	1.02	3.899	8.415	7.395	3.02	1.586	67.417	0.986204	0.178	0.040395	-18.146	-18.308
SPCC1753.05	rsm1	viable	V	4.997	0.359	6.346	7.196	13.347	22.999	15.803	11.469	1.838	32.718	0.994432	0.121	0.027341	-23.601	-23.763
SPCC1795.02c	vcx1	viable	V	0.238	0.04	0.0	0.364	3.001	7.138	6.773	2.196	0.088	3.938	0.167495	0.177	0.296759	-18.206	-18.368
SPCC1795.03	gms1	viable	V	4.989	0.289	2.356	3.41	11.038	23.006	19.596	8.709	1.835	43.295	0.994922	0.108	0.025029	-25.195	-25.357
SPCC1795.04c	pre10	inviable	E	3.562	0.597	-0.0	0.364	3.001	7.138	6.773	2.196	1.31	58.966	0.968154	0.215	0.059528	-15.526	-15.689
SPCC1795.05c	ura6	inviable	E	3.202	0.536	-0.0	0.364	3.001	7.138	6.773	2.196	1.178	53.012	0.638785	0.782	0.178773	2.557	2.394
SPCC1795.06	map2	viable	V	0.089	-0.011	0.0	-0.485	-3.994	-9.5	-9.015	-2.923	0.033	0.005	-0.030643	0.189	0.346525	-17.36	-17.523
SPCC1795.08c	vid21	inviable	E	4.403	0.362	3.725	4.469	9.849	18.29	13.821	8.206	1.62	42.173	0.995834	0.1	0.024274	-26.178	-26.34
SPCC1795.09	yps1	viable	V	1.429	0.239	0.037	0.401	3.038	7.175	6.773	2.233	0.526	23.612	0.836083	0.217	0.133463	-15.415	-15.577
SPCC1795.10c	svp26	viable	V	-0.566	-0.095	5.13	5.495	8.131	12.268	6.773	7.326	-0.208	-6.49	0.513545	0.273	0.232632	-12.17	-12.333
SPCC1795.11	sum3	inviable	E	3.838	0.643	-0.0	0.364	3.001	7.138	6.773	2.196	1.412	63.531	0.978727	0.19	0.049545	-17.257	-17.419
SPCC1795.12c	SPCC1795.12c	viable	V	0.493	0.083	0.933	1.297	3.933	8.07	6.773	3.129	0.181	7.715	0.125181	0.49	0.304279	-3.981	-4.144
SPCC18.01c	adg3	viable	V	1.024	0.048	1.627	2.936	12.401	27.254	24.318	9.511	0.377	8.062	0.953495	0.063	0.076108	-32.667	-32.829
SPCC18.02	SPCC18.02	viable	V	0.019	0.003	0.0	0.365	3.001	7.138	6.773	2.196	0.007	0.317	-0.00534	0.196	0.315606	-16.793	-16.955
SPCC18.03	SPCC18.03	viable	V	-0.661	0.029	-0.0	-1.408	-11.592	-27.573	-26.165	-8.483	-0.243	-0.105	-0.018895	0.114	0.363444	-24.342	-24.505
SPCC18.04	pof6	inviable	E	4.227	0.599	0.777	1.207	4.324	9.215	8.008	3.373	1.555	64.151	0.997747	0.071	0.016865	-31.051	-31.213
SPCC18.05c	rsa4	inviable	E	4.282	0.717	1.002	1.367	4.003	8.14	6.773	3.198	1.575	66.741	0.990702	0.148	0.034839	-20.764	-20.927
SPCC18.06c	caf1	viable	V	4.981	0.287	3.054	4.112	11.768	23.782	19.67	9.431	1.833	40.259	0.996297	0.091	0.021508	-27.56	-27.722
SPCC18.07	rpc53	inviable	E	4.63	0.598	1.598	2.071	5.492	10.86	8.79	4.447	1.703	64.699	0.996574	0.099	0.021024	-26.329	-26.492
SPCC18.08	msk1	inviable	E	4.645	0.747	8.395	8.775	11.521	15.83	7.055	10.683	1.709	37.598	0.998052	0.086	0.018794	-28.369	-28.531
SPCC18.09c	hnt3	viable	V	0.278	0.047	0.0	0.364	3.001	7.138	6.773	2.196	0.102	4.602	0.067369	0.341	0.28708	-9.048	-9.211
SPCC18.10	SPCC18.10	viable	V	0.015	-0.001	0.0	-0.64	-5.273	-12.543	-11.902	-3.859	0.005	0.001	-0.223904	0.257	0.369506	-13.012	-13.174
SPCC18.11c	sdc1	viable	V	2.441	0.206	11.222	11.945	17.173	25.376	13.431	15.577	0.898	8.29	0.960132	0.129	0.067455	-22.667	-22.829
SPCC18.12c	utp23	inviable	E	4.271	0.715	1.761	2.125	4.761	8.898	6.773	3.957	1.571	63.358	0.993406	0.129	0.028791	-22.717	-22.879
SPCC18.13	trm82	viable	V	1.074	0.149	7.914	8.355	11.548	16.557	8.202	10.573	0.395	8.622	0.911087	0.147	0.107594	-20.886	-21.048
SPCC18.14c	rpp0	inviable	E	3.246	0.544	-0.0	0.364	3.001	7.138	6.773	2.196	1.194	53.743	0.982065	0.147	0.044736	-20.825	-20.987
SPCC18.15	dph7	viable	V	1.114	0.091	0.204	0.955	6.383	14.901	13.946	4.726	0.41	14.263	0.94736	0.09	0.076891	-27.777	-27.939
SPCC18.16c	fmn1	inviable	E	5.328	0.893	0.833	1.198	3.834	7.971	6.773	3.029	1.96	83.943	0.975995	0.295	0.051655	-11.091	-11.253
SPCC18.17c	SPCC18.17c	viable	V	2.59	0.18	3.665	4.542	10.889	20.849	16.307	8.951	0.953	22.479	0.979455	0.124	0.050733	-23.191	-23.353
SPCC18.18c	fum1	unknown	Not_determined	0.798	0.134	2.045	2.409	5.046	9.183	6.773	4.241	0.294	11.613	0.868294	0.121	0.129984	-23.536	-23.698
SPCC18.19c	ost5	unknown	Not_determined	0.049	-0.007	0.0	-0.405	-3.332	-7.926	-7.521	-2.438	0.018	0.002	-0.921125	0.252	0.410278	-13.302	-13.464
SPCC1827.01c	utp25	inviable	E	3.914	0.656	0.298	0.663	3.299	7.436	6.773	2.494	1.44	63.689	0.971735	0.23	0.055001	-14.595	-14.757
SPCC1827.02c	pcy1	viable	V	0.12	0.02	0.0	0.364	3.001	7.138	6.773	2.196	0.044	1.988	0.195512	0.08	0.30584	-29.284	-29.446
SPCC1827.03c	pcs60	viable	V	0.588	0.03	3.757	4.935	13.46	26.837	21.902	10.858	0.216	4.065	0.189851	0.421	0.311653	-6.121	-6.283
SPCC1827.04	vms1	viable	V	0.517	0.087	-0.0	0.364	3.001	7.138	6.773	2.196	0.19	8.553	0.161137	0.321	0.326142	-9.912	-10.074
SPCC1827.05c	SPCC1827.05c	inviable	E	4.372	0.566	0.717	1.189	4.6	9.952	8.763	3.559	1.608	64.916	0.988593	0.165	0.037883	-19.208	-19.37
