Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPBC405.06	xdj1	viable	V	0.0	0.0	0.09	0.355	0.474	0.508	0.514
SPBC405.07	rpl3602	viable	V	0.043	1.455	2.682	3.09	3.184	3.207	3.211
SPBC409.03	swi5	viable	Not_determined	0.045	0.009	0.001	0.0	0.0	0.0	0.0
SPBC409.04c	mis12	inviable	E	0.077	0.931	2.258	3.355	3.95	4.263	4.382
SPBC409.05	skp1	inviable	E	0.096	2.235	3.863	4.385	4.504	4.533	4.539
SPBC409.06	uch2	viable	V	0.085	0.782	1.149	1.256	1.28	1.286	1.287
SPBC409.07c	wis1	viable	V	0.031	0.164	0.395	0.698	0.978	1.23	1.386
SPBC409.08	SPBC409.08	viable	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC409.09c	mis13	inviable	E	0.002	1.036	3.219	4.186	4.425	4.485	4.496
SPBC409.10	ade7	viable	V	0.018	0.052	0.094	0.138	0.175	0.207	0.226
SPBC409.11	meu18	viable	V	-0.026	-0.216	-0.338	-0.382	-0.394	-0.398	-0.399
SPBC409.12c	stn1	inviable	E	0.0	0.006	0.675	2.766	4.071	4.588	4.721
SPBC409.13	rib4	inviable	E	0.052	2.049	3.875	4.491	4.633	4.668	4.675
SPBC409.14c	mrps17	inviable	E	0.0	0.003	0.292	1.342	2.164	2.565	2.687
SPBC409.15	tsr2	inviable	E	0.167	1.748	3.2	3.911	4.159	4.248	4.272
SPBC409.16c	saw1	viable	V	0.0	0.075	0.364	0.525	0.568	0.578	0.58
SPBC409.17c	duc2	viable	V	0.02	0.124	0.216	0.267	0.288	0.297	0.299
SPBC409.18	SPBC409.18	viable	V	0.105	0.276	0.482	0.713	0.919	1.109	1.233
SPBC409.19c	mtx1	viable	V	0.0	0.0	0.006	0.314	1.538	3.13	4.002
SPBC409.20c	shr3	viable	V	0.0	0.145	1.135	2.504	3.316	3.712	3.844
SPBC409.21	sec66	inviable	E	0.077	1.12	2.724	3.956	4.572	4.871	4.977
SPBC409.23	mim2	condition-dependent	Not_determined	0.0	0.081	1.1	2.753	3.701	4.124	4.252
SPBC418.01c	his4	viable	V	0.007	0.0	0.0	0.0	0.0	0.0	0.0
SPBC418.02	nat1	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC428.01c	nup107	inviable	E	0.002	0.302	1.542	2.944	3.73	4.113	4.244
SPBC428.02c	eca39	viable	V	0.025	0.876	2.413	3.49	3.948	4.138	4.195
SPBC428.03c	pho4	viable	V	0.08	0.291	0.537	0.77	0.935	1.055	1.116
SPBC428.04	apq12	viable	V	0.07	0.188	0.333	0.495	0.641	0.775	0.863
SPBC428.05c	arg12	viable	V	0.028	0.261	0.383	0.419	0.427	0.429	0.429
SPBC428.06c	rxt2	viable	V	0.013	0.172	0.655	1.512	2.454	3.376	3.969
SPBC428.07	meu6	viable	V	-0.043	-0.392	-0.576	-0.63	-0.642	-0.645	-0.645
SPBC428.08c	clr4	viable	V	0.0	0.02	0.172	0.606	1.199	1.828	2.232
SPBC428.10	SPBC428.10	viable	V	0.0	0.058	0.472	0.767	0.85	0.871	0.875
SPBC428.11	met17	viable	V	0.0	0.0	0.0	0.043	0.299	0.477	0.52
SPBC428.12c	SPBC428.12c	viable	V	0.0	0.0	0.0	0.0	0.042	0.487	0.766
SPBC428.13c	mob1	inviable	E	0.0	0.554	2.621	3.757	4.055	4.13	4.144
SPBC428.14	mlg1	viable	V	0.056	0.244	0.547	0.939	1.312	1.66	1.886
SPBC428.15	SPBC428.15	viable	V	-0.043	-0.4	-0.588	-0.643	-0.655	-0.658	-0.659
SPBC428.16c	rhb1	condition-dependent	E	0.163	2.449	3.921	4.372	4.475	4.499	4.504
SPBC428.17c	wpl1	viable	V	0.018	0.004	0.001	0.0	0.0	0.0	0.0
SPBC428.18	cdt1	inviable	E	0.137	2.256	3.668	4.104	4.204	4.228	4.232
SPBC428.19c	utp15	condition-dependent	E	0.073	1.985	3.519	4.018	4.132	4.16	4.165
SPBC428.20c	alp6	inviable	E	0.004	1.018	2.709	3.422	3.601	3.646	3.655
SPBC460.01c	SPBC460.01c	unknown	Not_determined	0.024	0.206	0.313	0.348	0.356	0.359	0.359
SPBC460.02c	SPBC460.02c	unknown	Not_determined	0.033	0.301	0.442	0.483	0.492	0.495	0.495
SPBC460.03	vba2	unknown	Not_determined	0.0	0.053	0.275	0.403	0.437	0.445	0.447
SPBC460.04c	SPBC460.04c	viable	Not_determined	0.023	0.11	0.202	0.272	0.312	0.335	0.345
SPBC460.05	SPBC460.05	unknown	Not_determined	0.038	0.187	0.342	0.455	0.516	0.549	0.562
SPBC4B4.01c	ptk1	inviable	E	0.081	1.892	3.268	3.708	3.809	3.834	3.838
SPBC4B4.02c	nca2	viable	V	0.0	0.016	0.201	0.361	0.409	0.422	0.424
SPBC4B4.03	rsc1	viable	V	0.032	0.22	0.53	0.867	1.118	1.299	1.39
SPBC4B4.04	eif21	viable	V	0.116	0.461	0.854	1.201	1.429	1.581	1.653
SPBC4B4.06	vps25	viable	V	0.045	0.754	1.232	1.38	1.414	1.422	1.423
SPBC4B4.07c	usp102	viable	V	0.0	0.028	0.36	1.432	2.849	4.207	4.989
SPBC4B4.08	ght2	viable	V	0.09	0.828	1.217	1.331	1.356	1.362	1.363
SPBC4B4.09	prp39	inviable	E	0.077	1.194	2.496	3.223	3.497	3.601	3.631
SPBC4B4.10c	atg5	viable	V	0.005	0.001	0.0	0.0	0.0	0.0	0.0
SPBC4B4.11	fyv4	viable	V	0.025	0.836	1.535	1.767	1.82	1.833	1.836
SPBC4B4.12c	SPBC4B4.12c	viable	V	-0.055	-0.502	-0.738	-0.807	-0.823	-0.827	-0.827
SPBC4C3.03	thr1	inviable	E	0.044	1.235	2.203	2.518	2.591	2.609	2.612
SPBC4C3.04c	dss4	viable	V	-0.007	-0.06	-0.089	-0.097	-0.099	-0.099	-0.099
SPBC4C3.05c	nuc1	inviable	E	0.15	1.992	3.555	4.211	4.407	4.468	4.483
SPBC4C3.06	syp1	viable	V	0.005	0.0	0.0	0.0	0.0	0.0	0.0
SPBC4C3.07	tif306	inviable	E	0.008	0.075	0.111	0.121	0.123	0.124	0.124
SPBC4C3.08	otg2	viable	V	0.097	0.895	1.316	1.439	1.466	1.473	1.474
SPBC4C3.09	otg3	viable	V	0.011	0.059	0.145	0.264	0.381	0.491	0.562
SPBC4C3.10c	pre3	inviable	E	0.054	2.029	3.81	4.408	4.547	4.581	4.587
SPBC4C3.12	sep1	viable	V	0.0	0.002	0.048	0.32	0.837	1.456	1.862
SPBC4F6.04	rpl2502	viable	V	0.119	0.62	1.234	1.761	2.088	2.29	2.38
SPBC4F6.05c	emp46	viable	V	0.041	0.373	0.549	0.6	0.612	0.614	0.615
SPBC4F6.06	kin1	viable	V	0.011	0.187	0.672	1.369	1.971	2.437	2.681
SPBC4F6.07c	mak5	inviable	E	0.06	1.072	2.55	3.553	3.993	4.184	4.245
SPBC4F6.08c	mrpl39	viable	V	0.045	0.792	1.471	1.751	1.832	1.856	1.862
SPBC4F6.09	str1	viable	V	0.0	0.0	0.004	0.242	0.577	0.711	0.739
SPBC4F6.10	vps901	viable	V	0.019	0.135	0.315	0.501	0.632	0.722	0.766
SPBC4F6.11c	asn2	viable	V	0.087	0.657	1.068	1.244	1.3	1.318	1.323
SPBC4F6.12	pxl1	viable	V	0.004	0.136	0.402	0.622	0.73	0.781	0.798
SPBC4F6.13c	erb1	inviable	E	0.034	1.744	3.525	4.169	4.324	4.363	4.371
SPBC4F6.14	nop4	inviable	E	0.111	1.75	3.206	3.814	3.992	4.047	4.06
SPBC4F6.15c	swi10	viable	V	0.018	0.135	0.372	0.693	0.988	1.241	1.391
SPBC4F6.16c	ero11	viable	V	-0.005	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC4F6.17c	hsp78	inviable	E	0.002	0.164	0.888	2.06	3.032	3.707	4.02
SPBC4F6.18c	arf1	inviable	E	0.185	2.318	3.707	4.162	4.272	4.301	4.306
SPBC530.01	gyp1	viable	V	0.0	0.008	0.07	0.256	0.514	0.789	0.966
SPBC530.02	SPBC530.02	viable	V	0.05	0.13	0.227	0.336	0.433	0.523	0.582
SPBC530.03c	bag102	viable	V	0.0	0.0	0.014	0.226	0.411	0.475	0.488
SPBC530.04	mod5	viable	V	0.114	0.894	1.429	1.642	1.705	1.725	1.73
SPBC530.05	prt1	viable	V	0.018	0.07	0.148	0.246	0.337	0.422	0.477
SPBC530.06c	clu1	viable	V	0.021	0.405	0.82	1.018	1.083	1.104	1.11
SPBC530.07c	SPBC530.07c	viable	V	0.003	0.221	0.467	0.556	0.576	0.582	0.582
SPBC530.08	ntu2	viable	V	0.027	0.263	0.621	0.934	1.117	1.221	1.264
SPBC530.09c	mrl1	viable	V	0.014	0.124	0.183	0.2	0.204	0.205	0.205
SPBC530.10c	anc1	viable	V	0.008	0.36	0.726	0.861	0.895	0.903	0.905
SPBC530.11c	SPBC530.11c	viable	V	0.053	0.315	0.555	0.697	0.759	0.787	0.796
SPBC530.12c	pdf1	inviable	E	0.187	2.593	4.373	5.015	5.183	5.229	5.239
SPBC530.13	lsc1	viable	V	0.0	0.012	0.106	0.326	0.565	0.766	0.873
SPBC530.14c	dsk1	viable	V	0.0	0.001	0.031	0.227	0.616	1.089	1.401
SPBC530.15c	shp2	viable	V	0.017	0.156	0.23	0.251	0.256	0.257	0.257
SPBC530.16	ksh1	inviable	Not_determined	0.244	2.241	3.294	3.601	3.67	3.686	3.689
SPBC543.02c	SPBC543.02c	viable	V	0.076	0.699	1.028	1.124	1.145	1.151	1.152
SPBC543.03c	pku80	viable	V	0.033	0.171	0.311	0.409	0.459	0.485	0.495
SPBC543.04	npr3	condition-dependent	E	0.0	0.197	1.328	2.584	3.199	3.457	3.533
SPBC543.05c	bor1	viable	V	0.033	0.602	1.143	1.375	1.445	1.466	1.472
SPBC543.06c	dbp8	inviable	E	0.032	1.979	4.052	4.783	4.954	4.996	5.004
SPBC543.07	pek1	viable	V	0.009	0.105	0.287	0.471	0.591	0.664	0.696
SPBC543.08	fit1	viable	V	0.0	0.188	0.792	1.141	1.241	1.269	1.275
SPBC543.09	yta12	viable	V	0.105	0.347	0.682	1.083	1.451	1.793	2.016
SPBC543.10	get1	viable	V	-0.007	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC557.02c	SPBC557.02c	viable	V	0.139	1.283	1.886	2.062	2.101	2.111	2.112
SPBC557.03c	pim1	inviable	E	0.027	1.442	2.881	3.383	3.5	3.528	3.534
SPBC557.04	ppk29	viable	V	-0.038	-0.347	-0.511	-0.558	-0.569	-0.571	-0.572
SPBC557.05	SPBC557.05	viable	V	0.061	0.687	1.045	1.152	1.176	1.182	1.183
SPBC56F2.01	pof12	viable	V	0.05	0.166	0.303	0.44	0.545	0.626	0.671
SPBC56F2.02	rpl1901	viable	V	0.016	1.222	3.054	3.938	4.201	4.28	4.298
SPBC56F2.03	arp10	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC56F2.04	utp20	viable	V	0.031	1.764	3.556	4.183	4.329	4.365	4.372
SPBC56F2.06	mug147	viable	V	0.025	0.232	0.341	0.373	0.38	0.382	0.382
SPBC56F2.07c	SPBC56F2.07c	inviable	E	0.111	2.175	3.647	4.11	4.216	4.241	4.246
SPBC56F2.08c	puf1	viable	V	0.12	0.352	0.631	0.93	1.178	1.389	1.517
SPBC56F2.09c	arg5	viable	V	-0.001	-0.145	-0.381	-0.477	-0.5	-0.505	-0.506
SPBC56F2.10c	alg5	viable	V	0.0	0.162	0.807	1.17	1.266	1.29	1.295
SPBC56F2.11	met6	viable	V	0.099	1.227	2.469	3.169	3.439	3.545	3.576
SPBC56F2.12	ilv5	viable	V	0.001	1.232	3.968	5.204	5.511	5.588	5.602
SPBC56F2.14	mrpl44	viable	V	0.029	0.256	0.387	0.429	0.439	0.442	0.443
SPBC577.02	rpl3801	viable	V	0.034	1.316	2.479	2.871	2.962	2.984	2.988
SPBC577.03c	SPBC577.03c	viable	V	0.021	0.196	0.289	0.315	0.321	0.323	0.323
SPBC577.04	tho5	viable	V	0.002	0.156	0.817	1.787	2.516	2.98	3.179
SPBC577.05c	rec27	viable	V	-0.045	-0.01	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC577.06c	stt4	condition-dependent	V	0.04	1.752	3.389	3.952	4.083	4.116	4.122
SPBC577.07	ubp10	inviable	E	0.0	0.558	2.389	3.528	3.882	3.987	4.01
SPBC577.08c	txl1	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC577.09	ckn1	inviable	E	0.027	0.573	0.974	1.102	1.131	1.138	1.139
SPBC577.11	SPBC577.11	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC577.12	dph6	viable	V	0.0	0.0	0.11	0.47	0.639	0.689	0.698
SPBC577.13	syj2	viable	V	-0.052	-0.012	-0.002	-0.0	-0.0	-0.0	-0.0
SPBC577.14c	spa1	viable	V	0.129	0.339	0.592	0.876	1.129	1.362	1.516
SPBC577.15c	sim3	viable	V	0.0	0.0	0.0	0.04	0.515	1.707	2.631
SPBC582.03	cdc13	inviable	E	0.012	1.089	2.371	2.839	2.95	2.977	2.982
SPBC582.04c	dsh1	viable	V	0.003	0.0	0.0	0.0	0.0	0.0	0.0
SPBC582.05c	brc1	viable	V	0.02	0.121	0.317	0.595	0.871	1.132	1.3
SPBC582.06c	mcp6	viable	V	0.038	0.13	0.239	0.346	0.426	0.486	0.519
SPBC582.07c	rpn7	inviable	E	0.191	1.759	2.585	2.827	2.881	2.894	2.896
SPBC582.08	alt1	viable	V	0.012	0.149	0.233	0.258	0.264	0.265	0.265
SPBC582.09	pex11	viable	V	0.019	0.171	0.252	0.276	0.281	0.282	0.282
SPBC582.10c	rhp1602	viable	V	0.008	0.002	0.0	0.0	0.0	0.0	0.0
SPBC609.01	SPBC609.01	inviable	E	0.175	1.612	2.37	2.591	2.641	2.653	2.655
SPBC609.02	ptn1	viable	V	-0.022	-0.206	-0.302	-0.331	-0.337	-0.338	-0.339
SPBC609.03	iqw1	viable	V	0.0	0.015	0.194	0.35	0.397	0.409	0.411
SPBC609.04	caf5	viable	V	0.013	0.105	0.163	0.184	0.19	0.191	0.192
SPBC609.05	pob3	viable	V	0.069	0.334	0.756	1.267	1.713	2.094	2.32
SPBC646.02	cwf11	viable	V	0.051	0.468	0.688	0.753	0.767	0.77	0.771
SPBC646.03	gta1	inviable	E	0.0	0.0	0.092	1.174	2.813	3.953	4.379
SPBC646.04	pla1	inviable	E	0.0	0.503	2.626	3.851	4.177	4.259	4.274
SPBC646.05c	erg9	inviable	E	0.017	1.489	3.221	3.852	4.001	4.037	4.044
SPBC646.06c	agn2	viable	V	0.007	0.0	0.0	0.0	0.0	0.0	0.0
SPBC646.07c	tsc13	inviable	E	0.0	0.417	2.595	3.962	4.334	4.429	4.447
SPBC646.09c	int6	viable	V	0.003	0.227	0.868	1.45	1.737	1.866	1.908
SPBC646.10c	nop56	inviable	E	0.196	1.98	3.678	4.551	4.869	4.988	5.022
SPBC646.11	cct6	inviable	E	0.131	1.619	2.975	3.603	3.807	3.877	3.895
SPBC646.12c	gap1	viable	V	0.019	0.322	0.525	0.588	0.603	0.606	0.607
SPBC646.13	sds23	condition-dependent	V	0.227	2.348	3.98	4.649	4.849	4.911	4.926
SPBC646.14c	orc5	inviable	E	0.025	1.264	3.188	4.23	4.58	4.697	4.726
SPBC646.15c	pex16	viable	V	0.0	0.069	0.23	0.303	0.322	0.326	0.327
SPBC646.16	scl1	inviable	E	0.009	1.102	2.543	3.086	3.216	3.248	3.253
SPBC646.17c	dic1	viable	V	0.028	0.254	0.373	0.408	0.416	0.418	0.418
SPBC649.02	rps1902	viable	V	0.087	0.574	1.01	1.253	1.352	1.393	1.406
SPBC649.03	rhp14	viable	V	0.008	0.062	0.183	0.367	0.556	0.737	0.854
SPBC649.04	uvi15	viable	V	0.079	0.723	1.063	1.162	1.184	1.189	1.19
SPBC649.05	cut12	inviable	E	0.041	1.309	2.918	3.716	3.973	4.058	4.078
SPBC651.01c	nog1	inviable	E	0.168	2.078	3.634	4.273	4.462	4.52	4.534
SPBC651.02	nit1	viable	V	0.0	0.134	0.821	1.249	1.365	1.395	1.4
SPBC651.03c	gyp10	viable	V	0.01	0.127	0.276	0.373	0.415	0.434	0.44
SPBC651.04	SPBC651.04	viable	V	0.003	0.0	0.0	0.0	0.0	0.0	0.0
SPBC651.05c	dot2	viable	V	0.003	0.0	0.0	0.0	0.0	0.0	0.0
SPBC651.07	SPBC651.07	viable	V	0.003	0.039	0.151	0.354	0.579	0.8	0.942
SPBC651.08c	rpc1	inviable	E	0.065	2.025	3.678	4.223	4.348	4.379	4.384
SPBC651.09c	prf1	viable	V	0.006	0.183	0.759	1.607	2.312	2.826	3.078
SPBC651.10	nse5	viable	V	0.0	0.019	0.231	0.974	2.089	3.309	4.099
SPBC651.11c	apm3	viable	V	0.049	0.128	0.223	0.33	0.426	0.514	0.572
SPBC651.12c	dbl7	viable	V	0.011	0.097	0.143	0.157	0.16	0.16	0.161
SPBC660.05	wwm3	viable	V	-0.009	-0.086	-0.126	-0.138	-0.141	-0.142	-0.142
SPBC660.06	wwm2	viable	V	0.02	0.064	0.123	0.193	0.258	0.317	0.356
SPBC660.07	ntp1	viable	V	0.075	0.827	1.253	1.379	1.408	1.414	1.416
SPBC660.08	atg38	viable	V	0.015	0.083	0.149	0.191	0.211	0.221	0.224
SPBC660.09	mug168	viable	V	-0.008	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC660.10	gfm2	viable	V	0.0	0.001	0.049	0.239	0.468	0.643	0.723
SPBC660.11	tcg1	viable	V	0.002	0.031	0.137	0.341	0.573	0.803	0.951
SPBC660.12c	egt2	viable	V	0.0	0.203	0.601	0.773	0.815	0.826	0.828
SPBC660.13c	ssb1	inviable	E	0.009	1.316	3.276	4.097	4.308	4.364	4.374
SPBC660.14	mik1	viable	V	0.0	0.045	0.311	0.485	0.533	0.545	0.547
SPBC660.15	msi2	inviable	E	0.0	0.159	1.502	3.068	3.78	4.05	4.122
SPBC660.16	gnd1	inviable	E	0.151	2.053	3.61	4.236	4.415	4.47	4.482
SPBC660.17c	SPBC660.17c	viable	V	0.002	0.0	0.0	0.0	0.0	0.0	0.0
SPBC685.02	exo5	viable	V	0.081	0.537	0.916	1.111	1.184	1.213	1.221
SPBC685.03	SPBC685.03	viable	V	0.0	0.0	0.034	0.618	1.139	1.32	1.356
SPBC685.04c	aps2	viable	V	-0.049	-0.45	-0.661	-0.722	-0.736	-0.74	-0.74
SPBC685.05	gpi15	inviable	E	0.011	0.811	2.044	2.648	2.831	2.886	2.898
SPBC685.07c	rpl2701	viable	V	0.061	1.696	3.616	4.525	4.81	4.901	4.923
SPBC685.08	SPBC685.08	viable	Not_determined	0.124	1.145	1.682	1.839	1.875	1.883	1.885
SPBC685.09	orc2	inviable	E	0.048	1.655	3.063	3.532	3.641	3.667	3.672
SPBC691.01	pfa5	viable	V	0.0	0.0	0.0	0.0	0.033	0.447	0.946
SPBC691.02c	drp1	inviable	E	0.068	1.732	3.335	3.971	4.144	4.193	4.203
SPBC691.03c	apl3	viable	V	0.023	0.216	0.317	0.347	0.354	0.355	0.355
SPBC691.04	mss116	viable	V	0.0	0.006	0.151	0.822	1.901	3.046	3.736
SPBC691.05c	ist2	viable	V	0.073	0.443	0.776	0.968	1.049	1.084	1.095
SPBC6B1.02	ppk30	viable	V	0.014	0.08	0.172	0.263	0.326	0.369	0.39
SPBC6B1.03c	pal2	viable	V	0.005	0.0	0.0	0.0	0.0	0.0	0.0
SPBC6B1.04	mde4	viable	V	0.014	0.335	1.167	2.153	2.841	3.276	3.467
SPBC6B1.05c	atg7	viable	V	0.06	0.229	0.423	0.601	0.723	0.808	0.85
SPBC6B1.06c	ubp14	viable	V	0.016	0.162	0.422	0.692	0.876	0.995	1.05
SPBC6B1.07	prp1	inviable	E	0.035	1.538	3.344	4.124	4.343	4.407	4.421
SPBC6B1.08c	ofd1	viable	V	0.057	0.149	0.261	0.386	0.497	0.6	0.667
SPBC6B1.09c	nbs1	viable	V	0.001	0.101	0.671	1.748	2.732	3.461	3.813
SPBC6B1.10	prp17	condition-dependent	V	0.086	0.238	0.428	0.645	0.84	1.019	1.137
SPBC6B1.12c	sus1	viable	Not_determined	0.002	0.038	0.163	0.404	0.679	0.952	1.127
SPBC713.02c	ubp15	viable	V	0.007	0.0	0.0	0.0	0.0	0.0	0.0
SPBC713.03	dld2	viable	V	-0.028	-0.259	-0.381	-0.416	-0.424	-0.426	-0.426
SPBC713.04c	pwp2	inviable	E	0.168	1.741	3.314	4.16	4.479	4.602	4.638
SPBC713.05	wdr83	viable	V	0.044	0.12	0.212	0.316	0.409	0.494	0.55
SPBC713.06	adl1	viable	V	-0.012	-0.155	-0.241	-0.267	-0.273	-0.274	-0.275
SPBC713.07c	SPBC713.07c	viable	V	0.034	0.227	0.385	0.464	0.494	0.505	0.508
SPBC713.09	SPBC713.09	viable	V	-0.003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC713.10	tim16	inviable	E	0.082	1.934	3.893	4.765	5.027	5.109	5.128
SPBC713.11c	pmp3	viable	V	0.0	0.0	0.0	0.001	0.136	0.473	0.594
SPBC713.12	erg1	inviable	E	0.055	1.349	2.923	3.723	3.991	4.083	4.106
SPBC725.01	maa1	condition-dependent	V	0.068	0.395	0.699	0.883	0.965	1.002	1.014
SPBC725.02	mpr1	viable	V	0.119	0.314	0.547	0.81	1.044	1.26	1.401
SPBC725.03	SPBC725.03	viable	V	0.009	0.0	0.0	0.0	0.0	0.0	0.0
SPBC725.04	hac1	viable	V	0.02	0.136	0.23	0.278	0.295	0.302	0.304
SPBC725.05c	npp1	viable	V	0.006	0.0	0.0	0.0	0.0	0.0	0.0
SPBC725.06c	ppk31	viable	V	0.007	0.035	0.064	0.086	0.098	0.105	0.107
SPBC725.07	pex5	viable	V	0.05	0.132	0.23	0.34	0.438	0.529	0.589
SPBC725.08	pir2	inviable	E	0.001	0.681	2.785	4.055	4.445	4.56	4.585
SPBC725.09c	hob3	viable	V	0.01	0.068	0.187	0.361	0.536	0.702	0.809
SPBC725.10	tsp0	condition-dependent	V	-0.009	-0.087	-0.128	-0.139	-0.142	-0.143	-0.143
SPBC725.11c	php2	condition-dependent	V	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC725.12	nbl1	viable	Not_determined	0.02	0.348	1.035	1.736	2.175	2.433	2.54
SPBC725.13c	psf2	inviable	E	0.114	1.775	3.62	4.595	4.945	5.073	5.108
SPBC725.14	arg6	viable	V	0.025	0.229	0.337	0.368	0.375	0.377	0.377
SPBC725.15	ura5	viable	V	0.026	0.298	0.714	1.06	1.249	1.35	1.389
SPBC725.16	res1	inviable	E	0.099	0.772	1.71	2.513	2.985	3.256	3.369
SPBC725.17c	rrn11	inviable	E	0.001	0.646	2.599	3.747	4.093	4.192	4.214
SPBC776.01	rpl29	viable	V	0.0	0.001	0.15	0.65	0.936	1.038	1.062
SPBC776.02c	dis2	viable	V	-0.686	-0.611	-0.38	-0.041	-0.0	-0.0	-0.0
SPBC776.03	hom6	viable	V	0.026	1.627	3.448	4.132	4.3	4.343	4.351
SPBC776.04	sec2302	viable	V	0.0	0.098	0.779	2.114	3.298	4.129	4.507
SPBC776.05	gpc1	viable	V	-0.021	-0.005	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC776.06c	SPBC776.06c	viable	V	0.004	0.304	0.636	0.755	0.783	0.79	0.791
SPBC776.07	mam33	inviable	E	0.001	0.901	3.225	4.417	4.742	4.829	4.847
SPBC776.08c	utp22	inviable	E	0.057	1.664	2.984	3.417	3.516	3.54	3.545
SPBC776.09	ste13	viable	V	0.177	0.624	1.257	2.022	2.723	3.366	3.781
SPBC776.10c	cog6	inviable	E	0.0	0.31	2.224	3.599	4.008	4.119	4.141
SPBC776.12c	hsk1	condition-dependent	E	0.092	2.032	3.479	3.941	4.046	4.072	4.076
SPBC776.13	cnd1	inviable	E	0.03	1.652	3.834	4.837	5.13	5.217	5.237
SPBC776.14	plh1	viable	V	0.0	0.185	0.879	1.261	1.361	1.386	1.391
SPBC776.15c	kgd2	viable	V	0.0	0.001	0.038	0.321	0.921	1.671	2.167
SPBC776.16	mis20	viable	V	0.0	0.086	0.239	0.303	0.318	0.322	0.323
SPBC776.17	rrp7	viable	V	0.187	1.142	2.361	3.396	4.017	4.386	4.545
SPBC776.18c	pmh1	inviable	E	0.0	0.01	0.933	2.988	3.938	4.241	4.307
SPBC800.02	whi5	viable	V	0.025	0.229	0.336	0.368	0.375	0.376	0.377
SPBC800.05c	atb2	viable	V	0.034	0.09	0.157	0.232	0.299	0.361	0.402
SPBC800.06	brx1	inviable	E	0.066	1.621	3.011	3.529	3.663	3.699	3.706
SPBC800.07c	tsf1	viable	V	0.0	0.0	0.0	0.138	1.179	2.658	3.371
SPBC800.08	trm6	viable	V	0.121	0.458	0.96	1.585	2.17	2.714	3.069
SPBC800.09	sum2	viable	V	0.048	0.309	0.76	1.296	1.738	2.086	2.277
SPBC800.10c	ede1	viable	V	0.004	0.272	1.194	2.318	3.05	3.469	3.634
SPBC800.11	SPBC800.11	viable	V	0.001	0.157	0.38	0.465	0.486	0.491	0.492
SPBC800.12c	SPBC800.12c	viable	V	0.025	0.347	0.546	0.607	0.62	0.624	0.624
SPBC800.13	cnp20	inviable	E	0.004	0.221	1.07	2.289	3.21	3.807	4.069
SPBC800.14c	SPBC800.14c	viable	Not_determined	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC83.01	ucp8	viable	V	0.013	0.118	0.173	0.189	0.193	0.194	0.194
SPBC83.03c	tas3	viable	V	0.002	0.02	0.068	0.146	0.23	0.311	0.363
SPBC83.04	apc15	viable	V	0.032	0.296	0.435	0.476	0.485	0.487	0.488
SPBC83.05	yme2	viable	V	-0.024	-0.005	-0.001	-0.0	-0.0	-0.0	-0.0
SPBC83.06c	rtc6	inviable	E	0.0	0.126	1.128	2.519	3.304	3.665	3.779
SPBC83.07	jmj3	inviable	E	0.001	0.122	0.721	1.69	2.462	2.973	3.198
SPBC83.08	rvb2	inviable	E	0.024	1.627	3.714	4.6	4.84	4.907	4.921
SPBC83.09c	lin1	viable	V	0.0	0.054	0.295	0.438	0.476	0.486	0.487
SPBC83.10	emc7	viable	V	0.0	0.0	0.001	0.133	0.383	0.494	0.517
SPBC83.11	pet2	viable	V	-0.012	-0.003	-0.0	-0.0	-0.0	-0.0	-0.0
SPBC83.12	SPBC83.12	viable	V	-0.043	-0.561	-0.877	-0.972	-0.993	-0.999	-1.0
SPBC83.13	yhm2	viable	V	0.0	0.136	0.593	0.834	0.897	0.913	0.916
SPBC83.14c	rfc5	inviable	E	0.0	0.229	2.065	3.753	4.355	4.541	4.583
SPBC83.15	wdr74	inviable	E	0.104	1.764	3.225	3.817	3.986	4.036	4.047
SPBC83.16c	SPBC83.16c	viable	V	0.034	0.31	0.456	0.498	0.508	0.51	0.51
SPBC83.18c	fic1	viable	V	0.002	0.473	1.276	1.606	1.686	1.706	1.71
SPBC839.02	aly1	viable	V	0.015	0.048	0.091	0.143	0.19	0.233	0.262
SPBC839.03c	dcn1	viable	V	0.0	0.018	0.121	0.371	0.689	1.017	1.228
SPBC839.05c	rps1701	viable	V	0.118	0.584	1.293	2.097	2.752	3.274	3.567
SPBC839.06	cta3	viable	V	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
