Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	0h	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPBC8E4.12c	ecl3	viable	Not_determined	0.015	0.028	0.08	0.185	0.217	0.226	0.228	0.228
SPBC902.02c	ctf18	viable	V	0.1	0.12	0.187	0.393	0.612	0.835	1.036	1.177
SPBC902.03	nem2	viable	V	0.09	0.124	0.259	0.787	1.388	1.956	2.399	2.657
SPBC902.04	rmn1	viable	V	0.067	0.115	0.312	0.762	0.94	0.999	1.016	1.02
SPBC902.05c	idh2	viable	V	0.103	0.188	0.547	1.262	1.482	1.54	1.553	1.556
SPBC902.06	mto2	viable	V	0.023	0.042	0.122	0.281	0.33	0.343	0.346	0.347
SPBC947.01	knk1	viable	V	0.005	0.01	0.045	0.206	0.315	0.363	0.38	0.385
SPBC947.02	apl2	viable	V	0.276	0.505	1.467	3.387	3.978	4.133	4.168	4.174
SPBC947.03c	naa38	viable	V	0.0	0.0	0.005	0.082	0.142	0.162	0.167	0.168
SPBC947.04	pfl3	viable	V	0.011	0.02	0.057	0.132	0.155	0.161	0.163	0.163
SPBC947.05c	frp2	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.108	-0.651	-0.907
SPBC947.06c	SPBC947.06c	viable	V	0.001	0.002	0.007	0.057	0.173	0.341	0.515	0.635
SPBC947.07	rrp1402	inviable	E	0.072	0.136	0.451	1.338	1.737	1.876	1.917	1.926
SPBC947.08c	hip4	viable	V	0.085	0.118	0.245	0.624	0.915	1.102	1.203	1.246
SPBC947.09	hsp3103	viable	V	-0.0	-0.002	-0.014	-0.075	-0.105	-0.113	-0.115	-0.116
SPBC947.10	dsc1	viable	V	-0.044	-0.081	-0.236	-0.545	-0.64	-0.665	-0.67	-0.672
SPBC947.11c	elg1	viable	V	0.0	0.0	0.0	0.014	0.159	0.281	0.319	0.326
SPBC947.12	kms2	condition-dependent	E	0.228	0.404	1.139	2.702	3.242	3.4	3.439	3.447
SPBC947.13	rba50	viable	V	0.12	0.22	0.639	1.475	1.733	1.8	1.815	1.818
SPBC947.14c	cbp6	viable	V	0.09	0.107	0.167	0.349	0.544	0.743	0.923	1.049
SPBC947.15c	ndi1	viable	V	0.0	0.0	0.0	0.069	0.294	0.415	0.447	0.454
SPBC9B6.03	pib2	viable	V	0.179	0.112	0.013	0.0	0.0	0.0	0.0	0.0
SPBC9B6.04c	tuf1	inviable	E	0.236	0.433	1.258	2.904	3.41	3.543	3.574	3.579
SPBC9B6.06	mrpl10	inviable	E	0.203	0.372	1.081	2.495	2.93	3.045	3.071	3.075
SPBC9B6.07	nop52	viable	V	0.276	0.392	0.837	2.149	3.101	3.677	3.969	4.086
SPBC9B6.09c	mdl1	viable	V	0.0	0.0	0.006	0.146	0.274	0.318	0.329	0.331
SPBC9B6.10	cdc37	inviable	E	0.166	0.304	0.883	2.038	2.393	2.486	2.507	2.511
SPBC9B6.11c	SPBC9B6.11c	viable	V	0.076	0.104	0.22	0.646	1.086	1.463	1.728	1.87
SPBP16F5.02	mcs2	inviable	E	0.217	0.397	1.154	2.664	3.128	3.25	3.278	3.283
SPBP16F5.03c	tra1	viable	V	-0.03	-0.055	-0.16	-0.369	-0.433	-0.45	-0.454	-0.454
SPBP16F5.04	ubc7	viable	V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPBP16F5.05c	yar1	viable	V	0.169	0.299	0.845	2.004	2.403	2.519	2.548	2.554
SPBP16F5.06	nop8	inviable	E	0.222	0.406	1.179	2.723	3.198	3.322	3.35	3.356
SPBP16F5.07	apm1	condition-dependent	V	0.28	0.512	1.489	3.437	4.036	4.194	4.229	4.236
SPBP16F5.08c	fmo1	viable	V	-0.025	-0.035	-0.074	-0.189	-0.276	-0.33	-0.359	-0.371
SPBP18G5.02	pgs1	inviable	E	0.206	0.377	1.096	2.53	2.971	3.086	3.113	3.117
SPBP18G5.03	toc1	viable	V	-0.004	-0.006	-0.014	-0.035	-0.05	-0.059	-0.064	-0.065
SPBP19A11.01	gcv3	inviable	E	0.042	0.051	0.079	0.165	0.257	0.351	0.436	0.496
SPBP19A11.02c	SPBP19A11.02c	viable	V	0.0	0.001	0.015	0.156	0.246	0.274	0.281	0.282
SPBP19A11.03c	mts4	inviable	E	0.29	0.53	1.541	3.558	4.179	4.342	4.379	4.385
SPBP19A11.04c	mor2	inviable	E	0.15	0.275	0.799	1.844	2.166	2.25	2.269	2.273
SPBP19A11.06	lid2	inviable	E	0.107	0.184	0.556	1.848	2.71	3.14	3.314	3.371
SPBP19A11.07c	SPBP19A11.07c	unknown	Not_determined	0.063	0.077	0.124	0.277	0.445	0.62	0.779	0.89
SPBP22H7.03	sbg1	inviable	E	0.121	0.236	0.763	1.914	2.284	2.382	2.404	2.408
SPBP22H7.04	SPBP22H7.04	viable	V	-0.06	-0.11	-0.321	-0.741	-0.87	-0.904	-0.912	-0.913
SPBP22H7.05c	abo2	viable	V	0.0	0.0	0.0	0.006	0.125	0.271	0.326	0.338
SPBP22H7.06	nrk1	viable	V	0.035	0.063	0.184	0.425	0.499	0.518	0.523	0.523
SPBP22H7.08	rps1002	viable	V	0.206	0.372	1.071	2.498	2.957	3.083	3.112	3.118
SPBP22H7.09c	mis15	inviable	E	0.119	0.143	0.222	0.465	0.724	0.989	1.229	1.397
SPBP23A10.02	pkr1	viable	V	0.298	0.546	1.587	3.664	4.303	4.471	4.509	4.516
SPBP23A10.03c	sdh7	viable	V	-0.404	-0.366	-0.234	-0.007	-0.0	-0.0	-0.0	-0.0
SPBP23A10.05	ssr4	condition-dependent	V	0.197	0.236	0.367	0.769	1.197	1.634	2.031	2.309
SPBP23A10.06	mtm1	inviable	E	-0.033	-0.061	-0.177	-0.409	-0.481	-0.499	-0.504	-0.504
SPBP23A10.08	alp5	inviable	E	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.0
SPBP23A10.10	ppk32	viable	V	-0.009	-0.017	-0.069	-0.291	-0.45	-0.527	-0.557	-0.566
SPBP23A10.11c	SPBP23A10.11c	viable	Not_determined	0.079	0.094	0.146	0.306	0.476	0.65	0.808	0.918
SPBP23A10.12	frg1	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.204	-0.698
SPBP23A10.13	orc4	inviable	E	0.003	0.004	0.016	0.114	0.32	0.606	0.895	1.096
SPBP23A10.14c	ell1	viable	V	0.027	0.042	0.104	0.266	0.353	0.392	0.406	0.41
SPBP23A10.16	tim18	viable	V	-0.056	-0.103	-0.3	-0.693	-0.813	-0.845	-0.852	-0.854
SPBP23A10.17	SPBP23A10.17	viable	Not_determined	0.0	0.0	0.0	0.15	0.491	0.65	0.692	0.7
SPBP26C9.02c	car1	viable	V	0.0	0.0	0.0	0.0	0.0	0.083	0.443	0.604
SPBP26C9.03c	fet4	viable	V	-0.036	-0.066	-0.193	-0.446	-0.524	-0.544	-0.549	-0.55
SPBP35G2.02	txc1	viable	V	-0.045	-0.064	-0.134	-0.344	-0.499	-0.595	-0.645	-0.665
SPBP35G2.03c	sgo1	viable	V	-0.0	-0.001	-0.011	-0.082	-0.119	-0.13	-0.133	-0.133
SPBP35G2.04c	SPBP35G2.04c	viable	V	0.008	0.014	0.042	0.096	0.113	0.117	0.118	0.118
SPBP35G2.05c	cki2	viable	V	0.0	0.001	0.032	0.468	0.783	0.885	0.909	0.914
SPBP35G2.06c	nup131	viable	V	0.051	0.062	0.101	0.23	0.372	0.521	0.656	0.75
SPBP35G2.08c	air1	viable	V	0.293	0.361	0.594	1.322	2.065	2.771	3.355	3.727
SPBP35G2.09	usp103	inviable	E	0.0	0.0	0.0	0.172	0.668	0.922	0.99	1.003
SPBP35G2.10	mit1	viable	V	0.004	0.005	0.007	0.015	0.023	0.032	0.039	0.045
SPBP35G2.11c	nbr1	viable	V	0.003	0.008	0.059	0.277	0.373	0.4	0.406	0.408
SPBP35G2.12	ysa1	viable	V	0.018	0.03	0.08	0.199	0.251	0.27	0.276	0.278
SPBP35G2.13c	swc2	viable	V	0.082	0.116	0.247	0.635	0.917	1.087	1.174	1.209
SPBP35G2.14	puf2	viable	V	0.013	0.026	0.084	0.21	0.25	0.261	0.263	0.263
SPBP35G2.16c	ecl2	viable	Not_determined	0.109	0.19	0.525	1.264	1.539	1.624	1.646	1.651
SPBP4G3.02	pho1	viable	V	0.012	0.023	0.066	0.152	0.178	0.185	0.187	0.187
SPBP4G3.03	fub2	viable	V	-0.162	-0.115	-0.03	-0.0	-0.0	-0.0	-0.0	-0.0
SPBP4H10.03	oxa102	viable	V	0.112	0.153	0.317	0.922	1.559	2.118	2.524	2.747
SPBP4H10.04	ppb1	viable	V	0.053	0.094	0.286	0.801	1.037	1.123	1.149	1.155
SPBP4H10.05c	spe2	viable	V	0.0	0.0	0.0	0.01	0.121	0.455	0.916	1.251
SPBP4H10.07	SPBP4H10.07	viable	V	0.027	0.05	0.145	0.335	0.394	0.409	0.413	0.413
SPBP4H10.08	qcr10	viable	V	0.066	0.12	0.35	0.807	0.948	0.985	0.993	0.995
SPBP4H10.09	rsv1	viable	V	0.2	0.367	1.066	2.462	2.891	3.004	3.029	3.034
SPBP4H10.10	rbd3	viable	V	0.039	0.072	0.209	0.482	0.566	0.588	0.593	0.594
SPBP4H10.11c	lcf2	viable	V	0.244	0.332	0.661	1.665	2.484	3.053	3.386	3.538
SPBP4H10.12	SPBP4H10.12	viable	V	0.021	0.038	0.11	0.253	0.297	0.309	0.311	0.312
SPBP4H10.14c	SPBP4H10.14c	viable	V	-0.03	-0.055	-0.16	-0.369	-0.433	-0.45	-0.453	-0.454
SPBP4H10.15	aco2	inviable	E	0.196	0.36	1.045	2.414	2.834	2.945	2.97	2.975
SPBP4H10.16c	SPBP4H10.16c	viable	V	0.049	0.089	0.26	0.6	0.705	0.732	0.738	0.74
SPBP4H10.17c	SPBP4H10.17c	viable	V	-0.035	-0.06	-0.173	-0.491	-0.654	-0.72	-0.742	-0.748
SPBP4H10.18c	SPBP4H10.18c	viable	V	0.035	0.046	0.088	0.218	0.331	0.416	0.471	0.497
SPBP4H10.19c	SPBP4H10.19c	viable	V	-0.0	-0.0	-0.005	-0.117	-0.306	-0.433	-0.488	-0.505
SPBP4H10.20	nhm1	viable	V	-0.03	-0.052	-0.142	-0.344	-0.42	-0.444	-0.45	-0.452
SPBP8B7.02	rng9	viable	V	0.042	0.077	0.223	0.514	0.604	0.628	0.633	0.634
SPBP8B7.03c	rpl402	inviable	E	0.0	0.001	0.053	0.965	1.685	1.924	1.981	1.992
SPBP8B7.04	mug45	viable	V	-0.066	-0.045	-0.011	-0.0	-0.0	-0.0	-0.0	-0.0
SPBP8B7.05c	nce103	condition-dependent	E	0.007	0.013	0.05	0.325	0.758	1.196	1.519	1.69
SPBP8B7.06	rpp201	viable	V	0.019	0.035	0.132	0.647	1.172	1.529	1.715	1.788
SPBP8B7.07c	set6	viable	V	0.003	0.009	0.067	0.315	0.424	0.456	0.463	0.464
SPBP8B7.08c	ppm1	viable	V	0.0	0.0	0.0	0.002	0.192	0.549	0.693	0.723
SPBP8B7.09c	los1	viable	V	0.059	0.09	0.21	0.541	0.739	0.835	0.875	0.888
SPBP8B7.10c	utp16	viable	V	0.129	0.154	0.239	0.501	0.78	1.065	1.323	1.504
SPBP8B7.11	nxt3	viable	V	0.0	0.0	0.006	0.368	1.07	1.507	1.671	1.716
SPBP8B7.13	vac7	viable	V	0.024	0.05	0.187	0.522	0.637	0.667	0.674	0.676
SPBP8B7.15c	mpe1	inviable	E	-0.031	-0.057	-0.165	-0.38	-0.446	-0.463	-0.467	-0.468
SPBP8B7.16c	dbp2	inviable	E	0.162	0.296	0.86	1.986	2.332	2.423	2.443	2.447
SPBP8B7.17c	thi20	inviable	E	0.084	0.178	0.671	1.9	2.32	2.433	2.459	2.464
SPBP8B7.18c	thi201	viable	V	0.134	0.161	0.25	0.523	0.815	1.113	1.383	1.572
SPBP8B7.19	spt16	inviable	E	0.093	0.214	0.928	2.927	3.65	3.847	3.892	3.9
SPBP8B7.20c	nop2	inviable	E	0.125	0.229	0.667	1.539	1.807	1.878	1.893	1.896
SPBP8B7.21	ubp3	viable	V	0.001	0.001	0.002	0.005	0.007	0.008	0.009	0.009
SPBP8B7.22	erd2	viable	V	0.182	0.333	0.967	2.233	2.622	2.724	2.748	2.752
SPBP8B7.23	rnf10	viable	V	0.039	0.072	0.209	0.483	0.567	0.589	0.594	0.595
SPBP8B7.24c	atg8	viable	V	0.045	0.036	0.019	0.002	0.0	0.0	0.0	0.0
SPBP8B7.25	cyp4	viable	V	0.0	0.0	0.0	0.0	0.0	0.008	0.771	1.775
SPBP8B7.26	SPBP8B7.26	viable	V	0.004	0.009	0.037	0.112	0.138	0.145	0.147	0.147
SPBP8B7.27	mug30	viable	V	0.013	0.017	0.037	0.13	0.26	0.41	0.553	0.651
SPBP8B7.28c	stc1	viable	V	0.135	0.187	0.395	1.124	1.818	2.365	2.722	2.9
SPBP8B7.29	abz1	inviable	E	0.0	0.0	0.0	0.0	0.005	0.08	0.283	0.457
SPBP8B7.30c	thi5	viable	V	0.011	0.02	0.059	0.137	0.161	0.167	0.169	0.169
SPBP8B7.31	SPBP8B7.31	viable	V	0.002	0.008	0.066	0.359	0.497	0.537	0.546	0.548
SPBP8B7.32	SPBP8B7.32	viable	Not_determined	-0.005	-0.006	-0.01	-0.02	-0.031	-0.043	-0.053	-0.06
SPBPB10D8.01	SPBPB10D8.01	viable	V	0.0	0.0	0.0	0.011	0.138	0.254	0.291	0.298
SPBPB10D8.02c	SPBPB10D8.02c	viable	V	0.013	0.029	0.118	0.359	0.448	0.473	0.479	0.48
SPBPB21E7.01c	eno102	viable	V	0.0	0.0	0.0	0.0	0.028	0.313	0.534	0.59
SPBPB21E7.02c	SPBPB21E7.02c	unknown	Not_determined	0.06	0.111	0.321	0.742	0.872	0.906	0.913	0.915
SPBPB21E7.04c	cmt2	viable	V	0.054	0.065	0.1	0.211	0.328	0.448	0.556	0.633
SPBPB21E7.05	SPBPB21E7.05	viable	V	0.0	0.0	0.0	0.012	0.196	0.384	0.445	0.458
SPBPB21E7.07	aes1	unknown	Not_determined	0.002	0.004	0.028	0.197	0.349	0.426	0.455	0.464
SPBPB21E7.09	SPBPB21E7.09	viable	V	-0.246	-0.245	-0.241	-0.21	-0.119	-0.008	-0.0	-0.0
SPBPB21E7.10	SPBPB21E7.10	unknown	Not_determined	0.001	0.002	0.007	0.043	0.101	0.165	0.217	0.246
SPBPB21E7.11	SPBPB21E7.11	unknown	Not_determined	0.053	0.066	0.11	0.248	0.388	0.518	0.623	0.689
SPBPB2B2.01	nrg1	viable	V	0.031	0.049	0.122	0.309	0.406	0.447	0.461	0.465
SPBPB2B2.02	say1	viable	V	0.049	0.062	0.107	0.249	0.387	0.509	0.602	0.656
SPBPB2B2.05	SPBPB2B2.05	viable	V	0.033	0.044	0.085	0.213	0.327	0.416	0.473	0.502
SPBPB2B2.06c	efn1	viable	V	0.065	0.078	0.122	0.258	0.404	0.553	0.688	0.783
SPBPB2B2.07c	SPBPB2B2.07c	viable	V	0.075	0.122	0.311	0.784	1.009	1.097	1.127	1.135
SPBPB2B2.08	SPBPB2B2.08	viable	V	0.019	0.033	0.108	0.395	0.603	0.712	0.758	0.773
SPBPB2B2.09c	pan5	viable	V	0.044	0.081	0.236	0.544	0.639	0.664	0.669	0.671
SPBPB2B2.10c	gal7	viable	V	0.024	0.031	0.054	0.128	0.198	0.258	0.302	0.326
SPBPB2B2.11	tgd1	viable	V	0.0	0.001	0.017	0.214	0.348	0.39	0.401	0.402
SPBPB2B2.12c	gal10	viable	V	0.035	0.042	0.065	0.136	0.212	0.29	0.36	0.409
SPBPB2B2.13	gal1	viable	V	0.013	0.02	0.055	0.204	0.349	0.455	0.516	0.543
SPBPB7E8.01	SPBPB7E8.01	viable	V	0.018	0.021	0.033	0.07	0.108	0.148	0.184	0.209
SPBPB7E8.02	SPBPB7E8.02	viable	V	-0.001	-0.002	-0.007	-0.016	-0.019	-0.02	-0.02	-0.02
SPBPB8B6.02c	SPBPB8B6.02c	unknown	Not_determined	0.027	0.035	0.07	0.215	0.404	0.617	0.815	0.953
SPBPB8B6.03	fah1	viable	Not_determined	0.006	0.009	0.024	0.118	0.279	0.484	0.685	0.823
SPBPB8B6.04c	grt1	viable	V	0.035	0.05	0.109	0.322	0.53	0.695	0.803	0.857
SPBPB8B6.05c	SPBPB8B6.05c	viable	V	0.0	0.0	0.0	0.0	0.036	0.371	0.622	0.684
SPBPB8B6.06c	fex2	viable	Not_determined	0.074	0.061	0.033	0.005	0.0	0.0	0.0	0.0
SPBPJ4664.01	dps1	condition-dependent	V	0.095	0.124	0.237	0.675	1.221	1.81	2.345	2.708
SPBPJ4664.02	SPBPJ4664.02	viable	V	0.007	0.01	0.026	0.109	0.228	0.356	0.464	0.53
SPBPJ4664.03	mfm3	viable	V	-0.02	-0.045	-0.188	-0.573	-0.71	-0.747	-0.756	-0.757
SPBPJ4664.04	cop1	condition-dependent	E	0.138	0.253	0.736	1.7	1.996	2.074	2.091	2.095
SPBPJ4664.05	aig1	viable	V	0.013	0.008	0.001	0.0	0.0	0.0	0.0	0.0
SPBPJ4664.06	gpt1	viable	V	0.01	0.013	0.023	0.06	0.103	0.149	0.192	0.222
SPCC1020.01c	pma2	viable	V	-0.023	-0.046	-0.156	-0.408	-0.491	-0.513	-0.518	-0.519
SPCC1020.02	spc7	inviable	E	0.126	0.171	0.355	1.094	1.984	2.877	3.616	4.073
SPCC1020.03	mmt1	viable	V	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.745
SPCC1020.05	dcr2	viable	V	0.09	0.157	0.433	1.043	1.27	1.341	1.36	1.364
SPCC1020.06c	tal1	viable	V	0.0	0.0	0.0	0.0	0.002	0.078	0.352	0.605
SPCC1020.07	SPCC1020.07	viable	V	0.018	0.021	0.033	0.069	0.108	0.147	0.183	0.208
SPCC1020.08	tyw1	viable	V	0.041	0.076	0.22	0.507	0.595	0.619	0.624	0.625
SPCC1020.09	gnr1	viable	V	-0.014	-0.011	-0.006	-0.001	-0.0	-0.0	-0.0	-0.0
SPCC1020.10	oca2	viable	V	-0.034	-0.045	-0.087	-0.217	-0.327	-0.408	-0.458	-0.482
SPCC1020.11c	emc6	viable	V	0.0	0.0	0.0	0.001	0.138	0.67	1.025	1.129
SPCC1020.12c	xap5	viable	V	0.0	0.0	0.0	0.001	0.043	0.315	0.825	1.224
SPCC1020.13c	SPCC1020.13c	viable	V	-0.012	-0.006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPCC10H11.01	prp11	inviable	E	0.001	0.005	0.08	0.667	1.003	1.104	1.128	1.133
SPCC1183.02	SPCC1183.02	viable	V	-0.033	-0.06	-0.173	-0.4	-0.47	-0.488	-0.493	-0.493
SPCC1183.04c	pet127	viable	V	0.008	0.014	0.04	0.092	0.109	0.113	0.114	0.114
SPCC1183.05c	lig4	viable	V	-0.066	-0.054	-0.03	-0.004	-0.0	-0.0	-0.0	-0.0
SPCC1183.06	ung1	viable	V	0.02	0.036	0.104	0.24	0.282	0.293	0.296	0.296
SPCC1183.07	rrp5	inviable	E	0.204	0.363	1.03	2.434	2.912	3.049	3.083	3.089
SPCC1183.09c	pmp31	viable	V	-0.099	-0.079	-0.036	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC1183.10	wtf10	viable	V	-0.022	-0.041	-0.118	-0.272	-0.319	-0.332	-0.335	-0.335
SPCC1183.11	msy1	viable	V	0.006	0.004	0.001	0.0	0.0	0.0	0.0	0.0
SPCC1183.12	spo13	unknown	Not_determined	0.025	0.032	0.059	0.142	0.219	0.281	0.324	0.347
SPCC11E10.01	cbl1	viable	V	-0.249	-0.249	-0.248	-0.244	-0.226	-0.158	-0.023	-0.0
SPCC11E10.02c	gpi8	inviable	E	0.0	0.001	0.014	0.259	0.798	1.332	1.668	1.814
SPCC11E10.03	jnm1	viable	V	-0.166	-0.144	-0.089	-0.019	-0.002	-0.0	-0.0	-0.0
SPCC11E10.04	ppr6	viable	V	0.069	0.147	0.55	1.548	1.888	1.98	2.0	2.004
SPCC11E10.05c	ynd1	viable	V	0.037	0.046	0.078	0.176	0.274	0.365	0.438	0.483
SPCC11E10.06c	elp4	viable	V	0.267	0.383	0.832	2.143	3.063	3.599	3.862	3.963
SPCC11E10.07c	gcn3	viable	V	-0.033	-0.047	-0.104	-0.321	-0.545	-0.731	-0.857	-0.921
SPCC11E10.08	rik1	viable	V	0.161	0.225	0.471	1.204	1.756	2.105	2.291	2.368
SPCC11E10.09c	SPCC11E10.09c	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPCC1223.01	rqt1	viable	V	0.018	0.029	0.079	0.297	0.521	0.69	0.791	0.837
SPCC1223.02	nmt1	viable	V	0.031	0.046	0.106	0.275	0.377	0.429	0.451	0.458
SPCC1223.03c	gut2	viable	V	-0.019	-0.014	-0.005	-0.0	-0.0	-0.0	-0.0	-0.0
SPCC1223.04c	set11	viable	V	-0.3	-0.299	-0.294	-0.26	-0.156	-0.014	-0.0	-0.0
SPCC1223.06	tea1	viable	V	0.099	0.128	0.232	0.557	0.859	1.107	1.28	1.373
SPCC1223.08c	dfr1	inviable	E	0.0	0.0	0.0	0.18	0.6	0.799	0.851	0.861
SPCC1223.09	uro1	viable	V	0.353	0.317	0.192	0.004	0.0	0.0	0.0	0.0
SPCC1223.10c	eaf1	viable	V	0.073	0.133	0.388	0.895	1.051	1.092	1.101	1.103
SPCC1223.11	ptc2	viable	V	0.1	0.127	0.225	0.578	0.998	1.448	1.864	2.152
SPCC1223.12c	meu10	viable	V	0.016	0.019	0.029	0.062	0.096	0.131	0.163	0.185
SPCC1223.13	cbf12	viable	V	0.013	0.017	0.029	0.075	0.129	0.187	0.24	0.277
SPCC1223.15c	spc19	viable	V	0.0	0.0	0.0	0.001	0.281	1.109	1.503	1.59
SPCC1235.01	SPCC1235.01	viable	V	0.004	0.003	0.001	0.0	0.0	0.0	0.0	0.0
SPCC1235.02	bio2	viable	V	0.0	0.0	0.0	0.078	0.367	0.531	0.576	0.585
SPCC1235.03	cue2	viable	V	0.017	0.023	0.049	0.165	0.326	0.512	0.688	0.809
SPCC1235.04c	nad1	viable	V	0.085	0.155	0.451	1.041	1.223	1.27	1.281	1.283
SPCC1235.05c	fft2	viable	V	0.009	0.024	0.15	0.623	0.819	0.874	0.887	0.889
SPCC1235.06	get2	viable	V	0.116	0.212	0.617	1.426	1.674	1.739	1.754	1.757
SPCC1235.07	fta7	inviable	E	0.081	0.148	0.431	0.994	1.168	1.213	1.224	1.226
SPCC1235.08c	pdh1	viable	V	0.088	0.162	0.47	1.086	1.275	1.325	1.336	1.338
SPCC1235.09	hif2	viable	V	0.072	0.102	0.213	0.546	0.794	0.95	1.032	1.067
SPCC1235.10c	sec6	inviable	E	0.146	0.267	0.775	1.79	2.102	2.184	2.203	2.206
SPCC1235.11	mpc1	viable	V	0.0	0.0	0.0	0.034	0.405	0.733	0.836	0.856
SPCC1235.12c	mug146	viable	V	0.0	0.0	0.0	0.045	0.166	0.226	0.242	0.245
SPCC1235.13	ght6	viable	V	0.014	0.026	0.076	0.176	0.206	0.214	0.216	0.217
SPCC1235.14	ght5	viable	V	0.192	0.351	1.021	2.357	2.768	2.876	2.9	2.905
SPCC1235.15	dga1	viable	V	0.0	0.0	0.0	0.0	0.0	0.006	0.271	0.763
SPCC1235.16	vma21	condition-dependent	Not_determined	0.315	0.577	1.678	3.875	4.551	4.728	4.768	4.776
SPCC1235.17	SPCC1235.17	viable	Not_determined	-0.052	-0.043	-0.023	-0.003	-0.0	-0.0	-0.0	-0.0
SPCC1259.01c	rps1802	viable	V	0.206	0.368	1.044	2.464	2.945	3.082	3.116	3.123
SPCC1259.02c	erm1	viable	V	-0.128	-0.109	-0.065	-0.012	-0.001	-0.0	-0.0	-0.0
SPCC1259.03	rpa12	viable	V	0.199	0.252	0.44	1.028	1.598	2.095	2.469	2.684
SPCC1259.04	iec3	viable	V	0.244	0.292	0.453	0.95	1.48	2.02	2.511	2.854
SPCC1259.05c	cox9	viable	V	0.028	0.051	0.148	0.342	0.402	0.417	0.421	0.421
SPCC1259.06	taf8	inviable	E	0.138	0.105	0.041	0.001	0.0	0.0	0.0	0.0
SPCC1259.07	rxt3	inviable	E	0.017	0.045	0.297	1.737	2.724	3.132	3.263	3.296
SPCC1259.08	SPCC1259.08	viable	V	-0.113	-0.061	-0.004	-0.0	-0.0	-0.0	-0.0	-0.0
SPCC1259.09c	pdx1	viable	V	-0.011	-0.015	-0.031	-0.078	-0.116	-0.142	-0.157	-0.163
SPCC1259.10	pgp1	viable	V	-0.038	-0.069	-0.2	-0.462	-0.543	-0.564	-0.569	-0.569
SPCC1259.11c	gyp2	viable	V	-0.044	-0.08	-0.233	-0.538	-0.632	-0.657	-0.662	-0.663
SPCC1259.12c	gid1	viable	V	0.0	0.0	0.0	0.002	0.13	0.353	0.44	0.458
SPCC1259.13	chk1	viable	V	0.034	0.044	0.079	0.208	0.364	0.532	0.687	0.795
SPCC1259.14c	meu27	viable	V	0.022	0.039	0.115	0.265	0.311	0.323	0.326	0.326
SPCC1259.16	SPCC1259.16	viable	Not_determined	0.0	0.002	0.048	0.637	1.047	1.179	1.21	1.216
SPCC126.01c	SPCC126.01c	viable	V	-0.0	-0.0	-0.0	-0.0	-0.118	-0.631	-0.915	-0.98
SPCC126.02c	pku70	viable	V	0.0	0.0	0.0	0.037	0.234	0.362	0.399	0.406
SPCC126.03	pus1	viable	V	0.045	0.077	0.208	0.509	0.629	0.669	0.681	0.683
SPCC126.04c	sgf73	viable	V	0.057	0.109	0.339	0.824	0.978	1.018	1.027	1.029
SPCC126.05c	mrpl17	inviable	E	0.186	0.329	0.931	2.276	2.772	2.925	2.965	2.974
SPCC126.06	twf1	viable	V	0.0	0.0	0.0	0.0	0.0	0.039	0.463	1.003
SPCC126.07c	asr1	viable	V	0.041	0.049	0.076	0.159	0.247	0.338	0.42	0.477
SPCC126.08c	SPCC126.08c	viable	V	-0.064	-0.117	-0.341	-0.787	-0.924	-0.96	-0.968	-0.97
SPCC126.09	zip2	viable	V	-0.028	-0.023	-0.012	-0.002	-0.0	-0.0	-0.0	-0.0
SPCC126.10	iah1	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.044	-0.307	-0.439
SPCC126.11c	SPCC126.11c	viable	V	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.0
SPCC126.12	SPCC126.12	viable	V	0.0	0.0	0.0	0.0	0.0	0.024	0.661	1.22
SPCC126.13c	sap18	viable	V	0.0	0.0	0.0	0.0	0.05	0.61	1.064	1.179
SPCC126.14	prp18	inviable	E	0.163	0.298	0.867	2.002	2.351	2.442	2.463	2.467
SPCC1281.02c	spf30	inviable	E	0.179	0.323	0.928	2.167	2.567	2.677	2.703	2.708
SPCC1281.03c	emc4	viable	V	0.0	0.0	0.0	0.016	0.135	0.433	0.815	1.089
SPCC1281.04	akr7	viable	V	-0.066	-0.054	-0.03	-0.004	-0.0	-0.0	-0.0	-0.0
SPCC1281.05	rsc7	inviable	E	0.223	0.267	0.415	0.869	1.354	1.848	2.297	2.611
SPCC1281.07c	gst4	viable	V	-0.017	-0.025	-0.059	-0.151	-0.208	-0.236	-0.248	-0.252
SPCC1281.08	wtf11	viable	V	-0.104	-0.067	-0.011	-0.0	-0.0	-0.0	-0.0	-0.0
SPCC132.01c	rqc2	viable	V	-0.037	-0.067	-0.196	-0.452	-0.531	-0.551	-0.556	-0.557
SPCC132.02	hst2	viable	V	0.0	0.0	0.0	0.0	0.024	0.554	1.11	1.262
